,Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
1734,2185522.02,1092761.01,11,11117.9672,BHAVESH TRADING CO,BHAWANI TRADING COMPANY,2,0
1735,146672741.2,1767141.461,11,661317.4926,BHAVESH TRADING CO,G.M.TRADERS,83,0
1736,15731146.41,1123653.315,11,65901.77361,BHAVESH TRADING CO,J M D TRADERS,14,0
1737,29708948.61,1350406.755,11,468078.2516,BHAVESH TRADING CO,M S DARSHAN TRADERS,22,0
1738,1100622.6,1100622.6,11,,BHAVESH TRADING CO,RAJESH KUMAR BROKER,1,0
1739,15100542.07,1161580.159,11,132504.2288,BHAVESH TRADING CO,SADA SHIV TRADERS,13,0
1740,11378970.2,1422371.275,11,169975.973, AJANTA TRADERS,AJEET TRADERS,8,0
1741,6624280.56,1324856.112,11,230603.477, AJANTA TRADERS,BHAWANI TRADING COMPANY,5,0
1742,12074563.69,1509320.461,11,87443.25121, AJANTA TRADERS,G.M.TRADERS,8,0
1743,3345892.7,1672946.35,11,0, AJANTA TRADERS,HARI OM TRADERS,2,0
1744,1546741.63,1546741.63,11,, AJANTA TRADERS,NIRANKAR TRADING COMPANY,1,0
1745,3607107.14,1202369.047,11,400347.901, AJANTA TRADERS,RAJESH KUMAR BROKER,3,0
1746,6659500.48,1331900.096,11,514145.2049, PARU SHAH TRADERS,AIJAZ COMMISSION SHOP,5,0
1747,4640224.89,1546741.63,11,0, PARU SHAH TRADERS,ANMOL COMMISSION SHOP,3,0
1748,18960058.68,1458466.052,11,113693.6732, PARU SHAH TRADERS,M S DARSHAN TRADERS,13,0
1749,7334549.02,1466909.804,11,97263.0507, PARU SHAH TRADERS,M/S ANMOOL COMMISION SHOP,5,0
1750,4666639.83,1555546.61,11,101671.1572, PARU SHAH TRADERS,NEW PRINCE COMISION SHOP & COM AGEN,3,0
1751,1232697.31,1232697.31,11,, PARU SHAH TRADERS,NEW SONA TRADERS,1,0
1752,1232697.31,1232697.31,11,, PARU SHAH TRADERS,RADHA TRADING COMPANY,1,0
1753,2397889.77,1198944.885,11,139048.7089, PARU SHAH TRADERS,RAJESH KUMAR BROKER,2,0
1754,603439.65,603439.65,10,,MANCHESTER GARMENTS UK LTD,M.M APPARELS,1,0
1755,808823.69,404411.845,10,161917.0089,MANCHESTER GARMENTS UK LTD,M/S WINO TEXTILE,2,0
1756,10895314.75,2723828.688,10,215116.7818,MANCHESTER GARMENTS UK LTD,RAMAY TEXTILE  PVT LTD,4,0
1757,5767428.09,1441857.023,10,653332.1099,MANCHESTER GARMENTS UK LTD,SHAFI EXPORTS,4,0
1758,5259891.1,751413.0143,10,158953.0393,MANCHESTER GARMENTS UK LTD,SHAHABSONS APPAREL,7,0
1759,57930.21,57930.21,6,,UK,AIYMCO SPORTS,1,0
1760,2929766.55,2929766.55,6,,UK,DASTAGIR ENTERPRISES,1,0
1761,284957.61,284957.61,6,,UK,EURO LEATHER GARMENTS,1,0
1762,2244808.31,2244808.31,6,,UK,IMRAN QASIM TRADING ESTD.,1,1
1763,448087.46,448087.46,6,,UK,LEGEND INDUSTRIES,1,0
1764,61014.45,61014.45,6,,UK,PAKISTAN MACHINE TOOS PVT LTD,1,0
1765,1077855.44,1077855.44,6,,UK,PHEASANT SURGICAL CORP,1,0
1766,1263079.73,631539.865,6,508583.9997,UK,SESIL PRIVATE LIMITED,2,0
1767,16016260.09,1456023.645,11,125866.0967, VASUDEO PARMANAND,GEET TRADERS,11,0
1768,2594534.34,1297267.17,11,0, VASUDEO PARMANAND,LAL SHAHBAZ TRADERS,2,0
1769,1297267.17,1297267.17,11,, VASUDEO PARMANAND,M S LAL TRADERS,1,0
1770,6641890.52,2213963.507,11,682891.294, VASUDEO PARMANAND,NIRANKAR TRADING COMPANY,3,0
1771,17604091.63,1760409.163,11,503751.8431, VASUDEO PARMANAND,SAKHI TRADING & CO,10,0
1772,4640224.89,1546741.63,11,0, VASUDEO PARMANAND,SATNAM TRADING COMPANY,3,0
1773,13044369.42,1449374.38,11,134290.7709, VASUDEO PARMANAND,SHAH TRADERS,9,0
1774,1091817.62,1091817.62,11,, VASUDEO PARMANAND,VIJAY KUMAR & CO,1,0
1775,5503113,1834371,11,635444.7544, MAHEK IMPEX,AJEET TRADERS,3,0
1776,1100622.6,1100622.6,11,, MAHEK IMPEX,AWAMI TRADERS,1,0
1777,4467898.82,1116974.705,11,18881.78445, MAHEK IMPEX,BADSHAH TRADERS,4,0
1778,1100622.6,1100622.6,11,, MAHEK IMPEX,DARVESH TRADERS,1,0
1779,4380477.95,2190238.975,11,15565.15267, MAHEK IMPEX,GOTAM TRADERS,2,0
1780,5526697.77,1105339.554,11,10547.42979, MAHEK IMPEX,SHAH TRADERS,5,0
1781,11006226,2201245.2,11,778257.704, MAHEK IMPEX,SIKKIM TRADING COMPANY,5,0
1782,1100622.6,1100622.6,11,, MAHEK IMPEX,SUPER TRADERS,1,0
1783,7856977.87,1309496.312,11,158602.8491, JANVI ENTERPRISES,AIJAZ COMMISSION SHOP,6,0
1784,3676498.77,1225499.59,11,362493.8587, JANVI ENTERPRISES,ANMOL COMMISSION SHOP,3,0
1785,7707293.19,1284548.865,11,147156.1042, JANVI ENTERPRISES,BHAWANI TRADING COMPANY,6,0
1786,1496846.74,1496846.74,11,, JANVI ENTERPRISES,M S DARSHAN TRADERS,1,0
1787,1546741.63,1546741.63,11,, JANVI ENTERPRISES,M/S ANMOOL COMMISION SHOP,1,0
1788,16067643.43,2008455.429,11,660236.3963, JANVI ENTERPRISES,NIRANKAR TRADING COMPANY,8,0
1789,9996588.21,1666098.035,11,352969.6413, JANVI ENTERPRISES,SAIN JEWAN GHOT TRADERS,6,0
1790,2594534.34,1297267.17,11,0, JANVI ENTERPRISES,SALAR AND COMPANY,2,0
1791,2794113.91,1397056.955,11,141124.0673, PREET TRADERS,AJEET TRADERS,2,0
1792,21888972.63,1152051.191,11,147061.3352, PREET TRADERS,BHAWANI TRADING COMPANY,19,0
1793,16555669.97,1103711.331,11,43799.17128, PREET TRADERS,J M D TRADERS,15,0
1794,4051234.56,1350411.52,11,86215.48587, PREET TRADERS,LAL SHAHBAZ TRADERS,3,0
1795,13804113.47,1150342.789,11,125268.0468, PREET TRADERS,M/S ANMOOL COMMISION SHOP,12,0
1796,1144647.5,1144647.5,11,, PREET TRADERS,MALIK SIKANDER TRADERS,1,0
1797,53183907.92,2215996.163,11,923422.9766, PREET TRADERS,NIRANKAR TRADING COMPANY,24,0
1798,13207555.07,1650944.384,11,416911.3467, PREET TRADERS,SATNAM TRADING COMPANY,8,0
1799,66692488.5,22230829.5,5,302592.7402,VAN SILLEVOLDT RIJST BV,FATIMA RICE & PROCESSING MILLS,3,0
1800,137028981.2,15225442.36,5,6033629.643,VAN SILLEVOLDT RIJST BV,M S KHALID RICE MILLS,9,0
1801,129139718.4,32284929.6,5,16822197.01,VAN SILLEVOLDT RIJST BV,MATCO FOOD (PVT) LIMITED,4,0
1802,69090273.45,11515045.58,5,1057747.214,VAN SILLEVOLDT RIJST BV,NOBEL FOODS PRIVATE LIMITED,6,0
1803,15000752.29,7500376.145,5,9034608.386,VAN SILLEVOLDT RIJST BV,SARWAR FOODS,2,0
1804,82022589,20505647.25,5,2193797.366,VAN SILLEVOLDT RIJST BV,SUPREME RICE MILLS,4,0
1805,51131781.36,51131781.36,5,,VAN SILLEVOLDT RIJST BV,VITAL AGRO FOODS PVT LTD.,1,0
1806,53653488.85,3353343.053,21,2739813.577,VI SIGMA APPAREL GROUP,AYESHA FABRICS,16,0
1807,313148977.5,3914362.218,21,3869716.273,VI SIGMA APPAREL GROUP,COSY INTERNATIONAL PVT LTD,80,0
1808,139395597,3097679.933,21,1888355.478,VI SIGMA APPAREL GROUP,HADI TEXTILES,45,0
1809,14980474.63,3745118.658,21,2206266.526,VI SIGMA APPAREL GROUP,KAMAL LIMITED,4,1
1810,156348507.6,3636011.805,21,2199378.198,VI SIGMA APPAREL GROUP,KHAWAJA COTTON INDUSTRIES,43,0
1811,15564415.71,1945551.964,21,1376344.938,VI SIGMA APPAREL GROUP,MANAKIN TEXTILES PVT LTD,8,0
1812,67336391.49,5611365.958,21,4889642.255,VI SIGMA APPAREL GROUP,MASTER TEXTILE MILLS LTD TEXTILEDIV,12,1
1813,97105268.86,2368421.192,21,1524466.399,VI SIGMA APPAREL GROUP,RAMAY TEXTILE  PVT LTD,41,1
1814,5455943.46,1091188.692,11,14063.23972,MUSKAN IMPEX,AIJAZ COMMISSION SHOP,5,0
1815,1100622.6,1100622.6,11,,MUSKAN IMPEX,BADSHAH TRADERS,1,0
1816,3301867.8,1100622.6,11,0,MUSKAN IMPEX,BHAWANI TRADING COMPANY,3,0
1817,9905603.4,1238200.425,11,389128.852,MUSKAN IMPEX,ESHWAR TRADERS,8,0
1818,2633632.65,1316816.325,11,272390.1964,MUSKAN IMPEX,M S DARSHAN TRADERS,2,0
1819,25712692.78,1428482.932,11,667941.2003,MUSKAN IMPEX,NIRANKAR TRADING COMPANY,18,0
1820,1100622.6,1100622.6,11,,MUSKAN IMPEX,PARWANA TRADERS,1,0
1821,4599134.97,1149783.743,11,98322.285,MUSKAN IMPEX,SHAM TRADERS,4,0
1822,33875696.12,1411487.338,11,635466.2169,MUSKAN IMPEX,VIJAY KUMAR & CO,24,0
1823,16085022.78,2010627.848,11,454115.9364, MAHA LAXMI TRADERS,AJEET TRADERS,8,0
1824,18710584.2,1871058.42,11,531651.2251, MAHA LAXMI TRADERS,DARVESH TRADERS,10,0
1825,1698103.44,1698103.44,11,, MAHA LAXMI TRADERS,HARI OM TRADERS,1,0
1826,15376431.47,1098316.534,11,8628.510487, MAHA LAXMI TRADERS,M S DARSHAN TRADERS,14,0
1827,3301867.8,1100622.6,11,0, MAHA LAXMI TRADERS,M/S GULSTAN TRADERS,3,0
1828,17657131.14,1605193.74,11,579861.6075, MAHA LAXMI TRADERS,NEW AL SHAHBAZ TRADERS,11,0
1829,7901002.77,1128714.681,11,74324.66127, MAHA LAXMI TRADERS,RADHA TRADING COMPANY,7,0
1830,5095148.88,1273787.22,11,0, MAHA LAXMI TRADERS,RAJESH KUMAR BROKER,4,0
1831,6603735.6,1100622.6,11,0, MAHA LAXMI TRADERS,SADA SHIV TRADERS,6,0
1832,11320752.49,1132075.249,11,90121.24029, MAHA LAXMI TRADERS,SHAH TRADERS,10,0
1833,7038638.75,1407727.75,11,479067.2908, MAHA LAXMI TRADERS,SIKKIM TRADING COMPANY,5,0
1834,1124207.37,1124207.37,11,, MAHA LAXMI TRADERS,SOOJAL TRADERS,1,0
1835,3093483.25,3093483.25,11,, MAHENDRA AND COMPANY,-1,1,0
1836,1068337.67,1068337.67,11,, MAHENDRA AND COMPANY,AWAMI TRADERS,1,0
1837,3301867.8,1100622.6,11,0, MAHENDRA AND COMPANY,BADSHAH TRADERS,3,0
1838,4402490.4,1467496.8,11,635444.7544, MAHENDRA AND COMPANY,ESHWAR TRADERS,3,0
1839,3093483.26,1546741.63,11,0, MAHENDRA AND COMPANY,HARI OM TRADERS,2,0
1840,2547574.44,1273787.22,11,0, MAHENDRA AND COMPANY,JAI RAM DASS COMMISSION AGENT,2,0
1841,1111943.29,1111943.29,11,, MAHENDRA AND COMPANY,LAL SHAHBAZ TRADERS,1,0
1842,2616546.79,1308273.395,11,15565.15267, MAHENDRA AND COMPANY,M/S NEW RAJA COMMISSION SHOP,2,0
1843,12113137.87,1101194.352,11,1896.286254, MAHENDRA AND COMPANY,MALIK SIKANDER TRADERS,11,0
1844,7246499.2,1207749.867,11,183757.3227, MAHENDRA AND COMPANY,NIRANKAR TRADING COMPANY,6,0
1845,13518580.52,1228961.865,11,175163.2659, MAHENDRA AND COMPANY,RAJESH KUMAR BROKER,11,0
1846,1124207.37,1124207.37,11,, MAHENDRA AND COMPANY,SOOJAL TRADERS,1,0
1847,10797841.46,1542548.78,11,492221.7239,ROHIT TRADING COMPANY,AWAMI TRADERS,7,0
1848,4174340.77,1391446.923,11,710523.0468,ROHIT TRADING COMPANY,BADSHAH TRADERS,3,0
1849,1343640.07,1343640.07,11,,ROHIT TRADING COMPANY,BHAWANI TRADING COMPANY,1,0
1850,12106848.6,2421369.72,11,492213.3902,ROHIT TRADING COMPANY,GOTAM TRADERS,5,0
1851,1496846.74,1496846.74,11,,ROHIT TRADING COMPANY,HARI OM TRADERS,1,0
1852,1297267.17,1297267.17,11,,ROHIT TRADING COMPANY,M/S NEW RAJA COMMISSION SHOP,1,0
1853,1522003.82,1522003.82,11,,ROHIT TRADING COMPANY,MALIK SIKANDER TRADERS,1,0
1854,13949144.08,1394914.408,11,339291.0733,ROHIT TRADING COMPANY,NIRANKAR TRADING COMPANY,10,0
1855,6260970.26,1565242.565,11,86477.49,ROHIT TRADING COMPANY,ROHIT TRADERS,4,0
1856,8493682.8,1213383.257,11,155551.4378,ROHIT TRADING COMPANY,SATNAM TRADING COMPANY,7,0
1857,1100622.6,1100622.6,11,,ROHIT TRADING COMPANY,SHAMA FRUIT CO,1,0
1858,38913759.36,1853036.16,11,718442.867,ROHIT TRADING COMPANY,SOOFI TRADERS,21,0
1859,2201245.2,1100622.6,11,0,ROHIT TRADING COMPANY,SUPER TRADERS,2,0
1860,3301867.8,1100622.6,11,0, ESHWAR TRADERS,AIJAZ COMMISSION SHOP,3,0
1861,30698565.56,1534928.278,11,545256.7866, ESHWAR TRADERS,AJEET TRADERS,20,0
1862,8804980.8,2201245.2,11,0, ESHWAR TRADERS,GOTAM TRADERS,4,0
1863,9861578.5,1972315.7,11,487664.0031, ESHWAR TRADERS,LAL SHAHBAZ TRADERS,5,0
1864,8702780.13,1243254.304,11,190223.8686, ESHWAR TRADERS,M S DARSHAN TRADERS,7,0
1865,1546741.63,1546741.63,11,, ESHWAR TRADERS,M S LAL TRADERS,1,0
1866,12009993.81,1501249.226,11,562287.9617, ESHWAR TRADERS,MALIK SIKANDER TRADERS,8,0
1867,2201245.2,1100622.6,11,0, ESHWAR TRADERS,NIRANKAR TRADING COMPANY,2,0
1868,4402490.4,1100622.6,11,0, ESHWAR TRADERS,PARWANA TRADERS,4,0
1869,1100622.6,1100622.6,11,, ESHWAR TRADERS,PEHCHAN TRADING COMPANY,1,0
1870,3475032.42,1158344.14,11,99976.63997, ESHWAR TRADERS,SADA SHIV TRADERS,3,0
1871,1100622.6,1100622.6,11,, ESHWAR TRADERS,SAKHI LAL TRADERS,1,0
1872,4450288.87,1112572.218,11,57861.305, ESHWAR TRADERS,SHAH TRADERS,4,0
1873,60960446,1451439.19,11,606223.041, ESHWAR TRADERS,SHANDAR TRADERS,42,0
1874,104821.2,104821.2,6,,GERMANY,ACME SURGICAL IND. PVT. LTD.,1,0
1875,2547296.07,2547296.07,6,,GERMANY,ANWAR KHAWAJA IND PVT LTD,1,1
1876,79643.15,79643.15,6,,GERMANY,BLAZON SURGICAL CO,1,0
1877,170795.18,170795.18,6,,GERMANY,FALCON SURGICAL CO. LTD,1,0
1878,898212.86,898212.86,6,,GERMANY,GREEN HILL,1,1
1879,36803.5,36803.5,6,,GERMANY,HILBRO INTT PVT LTD,1,0
1880,498770.72,498770.72,6,,GERMANY,M S ALFRAMED,1,0
1881,881488.76,440744.38,6,65932.77174,GERMANY,MEDICARE INDUTRIES,2,0
1882,217189.53,108594.765,6,64632.45187,GERMANY,NELSON LUC SURGICAL CO,2,0
1883,2678150.48,2678150.48,6,,GERMANY,RAINBOW INDUSTRIES,1,1
1884,3145526.9,3145526.9,6,,GERMANY,RAJCO INDUSTRIES,1,1
1885,1297854.17,1297854.17,6,,GERMANY,SIGMA SHOES PRIVATE LIMITED,1,0
1886,1305250.8,1305250.8,6,,GERMANY,SUFI TRADING CORPORATION,1,0
1887,208758.89,208758.89,6,,GERMANY,TOWNE BROTHERS LTD,1,0
1888,1480993.13,740496.565,6,41657.44946,GERMANY,Z.K.P.BROTHERS,2,0
1889,84005.5,84005.5,6,,USA,AIYMCO SPORTS,1,0
1890,769386.56,769386.56,6,,USA,BURAQ SURGICAL CORPORATIPN,1,0
1891,144967.72,144967.72,6,,USA,ENNOBLE INTERNATIONAL PVT LTD,1,0
1892,1396242.49,698121.245,6,269220.0953,USA,FALCON SURGICAL CO. LTD,2,0
1893,10853187.05,2170637.41,6,2163310.263,USA,FIRST AMERICAN CORP PRIVATE LIMITED,5,1
1894,7147750.3,1786937.575,6,2895349.032,USA,GALAXY KNITWEAR COMPANY,4,1
1895,2135103.02,2135103.02,6,,USA,LANCER SURGICAL CO,1,0
1896,2620530,2620530,6,,USA,LILO SPORTS,1,0
1897,4254168.4,1418056.133,6,1426209.08,USA,PAKISTAN MACHINE TOOS PVT LTD,3,0
1898,2775927.43,2775927.43,6,,USA,SAFE TOUCH,1,0
1899,313960.46,313960.46,6,,USA,SHEKHAN CORP,1,0
1900,56102.9,56102.9,6,,USA,SIMON SPORTS IND,1,0
1901,1188866.33,396288.7767,6,513519.7314,USA,TOWNE BROTHERS LTD,3,0
1902,222168.53,222168.53,6,,USA,WAHEED MUGHAL SURGICAL INSTRUMENT,1,0
1903,6850427.05,6850427.05,6,,USA,ZAIN S MEDICAL IMAGE,1,0
