Community_ID,Drawee,Exporter,Frequency,Linkage,Amount,Average,Deviation
13,OKI GENERAL TRADING LLC,BABA ENTERPRISES,9,1,127126548.6,14125172.07,6272369.22
13,OKI GENERAL TRADING LLC,CHILTAN SEA FOOD.,1,0,5378795.06,5378795.06,
13,OWAYID SAEED AL SHAHRANI TRADING,AL SHAHEER CORPORATION,2,0,7135755.6,3567877.8,162952.3335
13,OWAYID SAEED AL SHAHRANI TRADING,P.K LIVESTOCK AND MEAT CO.PVT LTD.,1,0,1638460.18,1638460.18,
13,INTERNATIONAL NORTHERN STAR CO LTD,AKHLAQ ENTERPRISES (PVT) LTD,4,0,30607004.24,7651751.06,1830179.173
13,INTERNATIONAL NORTHERN STAR CO LTD,FAUJI MEAT LIMITED,2,0,17429145.03,8714572.515,5558.9836
13,INTERNATIONAL FOODS AND SEEDS CO,AL SHAHEER CORPORATION,1,0,2277345.39,2277345.39,
13,INTERNATIONAL FOODS AND SEEDS CO,M/S KATCO,3,0,1604288.47,534762.8233,7884.84855
13,LASER MEAT TRADING EST,P.K LIVESTOCK AND MEAT CO.PVT LTD.,27,0,50555872.71,1872439.73,1642609.064
13,LASER MEAT TRADING EST,THE ORGANIC MEAT COMPANY PVT LTD,7,0,49533897.47,7076271.067,9489839.611
13,KHALID MEAT SHOP NO 06,P.K LIVESTOCK AND MEAT CO.PVT LTD.,35,0,39298390.4,1122811.154,1425950.26
13,KHALID MEAT SHOP NO 06,THE ORGANIC MEAT COMPANY PVT LTD,10,0,25669045.21,2566904.521,1748919.329
13,LOGISTIC & SUPPLY CO LTD,M/S KATCO,1,0,446538.31,446538.31,
13,LOGISTIC & SUPPLY CO LTD,THE ORGANIC MEAT COMPANY PVT LTD,14,0,30877285.72,2205520.409,1958539.276
13,MA EUN KYOUNG,LEADING HAWK,3,0,238929.44,79643.14667,52977.60772
13,MA EUN KYOUNG,REHBAR MAJEED TEXTILES PVT LTD,2,0,1517601.33,758800.665,231476.0788
13,CHINA NATIONAL TOWNSHIP,AL-NOOR INTERNATIONAL,1,0,7327033.33,7327033.33,
13,CHINA NATIONAL TOWNSHIP,KARIM IMPEX.,2,0,12198399.43,6099199.715,299369.7991
13,THANH DAT TRADING SERVICES IMPORT,AKHLAQ ENTERPRISES (PVT) LTD,1,0,9627617.58,9627617.58,
13,THANH DAT TRADING SERVICES IMPORT,HAS BROTHERS,4,0,59006998.12,14751749.53,936577.42
13,TAN DUC THANH CO LTD,AL-NOOR INTERNATIONAL,2,0,21013673.68,10506836.84,118502.7102
13,TAN DUC THANH CO LTD,SEAGREEN ENTERPRISES PVT LTD,1,0,10277404.2,10277404.2,
13,PT SARANA TANI PRATAMA,DURRANI ASSOCIATES,1,1,1698103.44,1698103.44,
13,PT SARANA TANI PRATAMA,MIR SEAFOOD,4,0,6204262.01,1551065.503,28086.63927
13,CV INDO JAYA PRATAMA,KARIM IMPEX.,1,0,1698103.44,1698103.44,
13,CV INDO JAYA PRATAMA,MIR SEAFOOD,6,0,9441056.81,1573509.468,20051.41293
13,CV SARI LOUT COMPANY,MIR SEAFOOD,2,0,3167057.25,1583528.625,14431.12309
13,CV SARI LOUT COMPANY,SON OF THE SEA,2,0,3277758.92,1638879.46,0
13,QAFELATE AL ZAHRA MEAT MARKET,AL SHAHEER CORPORATION,1,0,3285306.05,3285306.05,
13,QAFELATE AL ZAHRA MEAT MARKET,P.K LIVESTOCK AND MEAT CO.PVT LTD.,21,0,31577596.1,1503695.052,358426.6925
13,QUANG ANH TRADING IMPORT EXPORT,AL-NOOR INTERNATIONAL,1,0,8892150.11,8892150.11,
13,QUANG ANH TRADING IMPORT EXPORT,THE ORGANIC MEAT COMPANY PVT LTD,4,0,80540029.39,20135007.35,10006624.85
13,PT BLAMBANGAN FOOD PACKER,KARIM IMPEX.,3,0,6522163.74,2174054.58,898904.6046
13,PT BLAMBANGAN FOOD PACKER,MIR SEAFOOD,5,0,7890688.37,1578137.674,36220.91178
13,HOANG CAU TRADE JOINT STOCK COMPANY,AKHLAQ ENTERPRISES (PVT) LTD,4,0,24563800.01,6140950.002,358618.7412
13,HOANG CAU TRADE JOINT STOCK COMPANY,AL-NOOR INTERNATIONAL,3,0,18777470.61,6259156.87,848072.7487
13,HOANG CAU TRADE JOINT STOCK COMPANY,HAJNA SEA FOOD,2,0,15596189.12,7798094.56,30203.8116
13,AL TAYAB MEAT,FAUJI MEAT LIMITED,2,0,2234787.98,1117393.99,720444.2717
13,AL TAYAB MEAT,M/S KATCO,4,0,2059736.58,514934.145,134923.4543
13,AL TAYAB MEAT,THE ORGANIC MEAT COMPANY PVT LTD,9,0,65040139.52,7226682.169,5984736.733
13,RASHID MEHMOOD IJAZ MEAT TRADING LL,AL NAHAL IMPEX,1,0,130816.86,130816.86,
13,RASHID MEHMOOD IJAZ MEAT TRADING LL,FAUJI MEAT LIMITED,1,0,5756780.3,5756780.3,
13,RASHID MEHMOOD IJAZ MEAT TRADING LL,THE ORGANIC MEAT COMPANY PVT LTD,2,0,10798344.6,5399172.3,4171965.308
13,KHALID AL ARFAJ TRADE EST AD DA,AL SHAHEER CORPORATION LIMITED,6,0,8432026.96,1405337.827,597561.0205
13,KHALID AL ARFAJ TRADE EST AD DA,SAFESO INTERNATIONAL,1,0,4127020.29,4127020.29,
13,KHALID AL ARFAJ TRADE EST AD DA,THE ORGANIC MEAT COMPANY PVT LTD,19,0,36369036.07,1914159.793,1030964.915
13,KAWKAB AL- TAHDI TRADING EST,AL SHAHEER CORPORATION,8,0,7913790.96,989223.87,275969.8795
13,KAWKAB AL- TAHDI TRADING EST,AL SHAHEER CORPORATION LIMITED,1,0,1194961.68,1194961.68,
13,KAWKAB AL- TAHDI TRADING EST,THE ORGANIC MEAT COMPANY PVT LTD,1,0,1426616.53,1426616.53,
13,A & Q GENERAL TRADING COMPANY,AL-NOOR INTERNATIONAL,1,0,6116554.96,6116554.96,
13,A & Q GENERAL TRADING COMPANY,BABA ENTERPRISES,2,1,22120417.84,11060208.92,2010128.467
13,A & Q GENERAL TRADING COMPANY,SEAGREEN ENTERPRISES PVT LTD,1,0,7876264.97,7876264.97,
13,CUONG THUY FORWARDING INTERNATIONAL,AKHLAQ ENTERPRISES (PVT) LTD,6,0,37439449.21,6239908.202,2895762.225
13,CUONG THUY FORWARDING INTERNATIONAL,AL-NOOR INTERNATIONAL,2,0,19171868.75,9585934.375,2705558.801
13,CUONG THUY FORWARDING INTERNATIONAL,KARIM IMPEX.,6,0,51873703.72,8645617.287,2200020.694
13,ANH QUAN INTERNATIONAL TRADING,CHILTAN SEA FOOD.,2,0,12072676.89,6036338.445,1717651.813
13,ANH QUAN INTERNATIONAL TRADING,KARIM IMPEX.,1,0,8376419.32,8376419.32,
13,ANH QUAN INTERNATIONAL TRADING,SON OF THE SEA,1,0,2561830.13,2561830.13,
13,AL EATEMAD MEAT EST,AL SHAHEER CORPORATION LIMITED,32,0,22266538.61,695829.3316,53076.95451
13,AL EATEMAD MEAT EST,HILBRO INTT PVT LTD,3,1,2655854.74,885284.9133,436529.4734
13,AL EATEMAD MEAT EST,P.K LIVESTOCK AND MEAT CO.PVT LTD.,23,0,17868974.86,776911.9504,622193.0248
13,HATHANH GENEAL TRADING CO LTD,AL-NOOR INTERNATIONAL,2,0,17317758.88,8658879.44,206618.5248
13,HATHANH GENEAL TRADING CO LTD,MIR SEAFOOD,3,0,18158265.58,6052755.193,2303128.18
13,HATHANH GENEAL TRADING CO LTD,SON OF THE SEA,1,0,3878384.4,3878384.4,
13,AL AMIN FRUITS & VEGETABLES TRADING,ANCHOR TRADING COMPANY,3,1,1362492.15,454164.05,2314.833943
13,AL AMIN FRUITS & VEGETABLES TRADING,AYESHA ENTERPRISES,3,0,571256.2,190418.7333,25345.52767
13,AL AMIN FRUITS & VEGETABLES TRADING,NOOR TRADERS IMPORTER AND EXPORTER,2,1,3347590.81,1673795.405,1071016.012
13,AL ASEEL MEAT TRADING LLC CO,AL SHAHEER CORPORATION,1,0,3297845.81,3297845.81,
13,AL ASEEL MEAT TRADING LLC CO,AL SHAHEER CORPORATION LIMITED,8,0,7478573.34,934821.6675,431588.0205
13,AL ASEEL MEAT TRADING LLC CO,P.K LIVESTOCK AND MEAT CO.PVT LTD.,14,0,10395747.36,742553.3829,359218.8861
13,AL ASEEL MEAT TRADING LLC CO,THE ORGANIC MEAT COMPANY PVT LTD,3,0,1998940.29,666313.43,43888.46508
13,OWAYID AL SHAHRANI TRADING EST,M/S KATCO,1,0,1362675.6,1362675.6,
13,OWAYID AL SHAHRANI TRADING EST,P.K LIVESTOCK AND MEAT CO.PVT LTD.,15,0,19040037.26,1269335.817,599809.614
13,OWAYID AL SHAHRANI TRADING EST,THE ORGANIC MEAT COMPANY PVT LTD,20,0,30663031.17,1533151.558,646913.988
13,MHS INTERNATIONAL UK LTD,AL SHAHEER CORPORATION,1,0,2277345.39,2277345.39,
13,MHS INTERNATIONAL UK LTD,AL-NOOR INTERNATIONAL,1,0,7599537,7599537,
13,MHS INTERNATIONAL UK LTD,COOPER INDUSTRIES CANVAS PVT LTD.,11,0,6934048.14,630368.0127,361985.7907
13,MHS INTERNATIONAL UK LTD,GREEN HILL,1,1,172567.14,172567.14,
14,ANTHONY PRODUCTS INC,ENDO TECH SURGICAL CO,7,0,3635356.46,519336.6371,195384.6364
14,ANTHONY PRODUCTS INC,PAKISTAN MACHINE TOOS PVT LTD,13,1,1181544.57,90888.04385,50686.16297
14,ARCADIA GROUP BRANDS LTD,KLASH PVT LTD,211,0,534030954.1,2530952.389,2529395.531
14,WORLD SPORT,KLASH PVT LTD,1,0,507544.25,507544.25,
14,WORLD SPORT,SHOP RIGHT SPORTS,3,0,42526,14175.33333,7676.32741
14,ARGO-CARGO,MASOOD TEXTILE MILLS LIMITED,2,0,23297570.39,11648785.2,4836471.387
14,ARGO-CARGO,PAK KINNO PROCESSING FACTORY,2,1,2062881.22,1031440.61,0
14,ZANI TEX SRL,ALI TEXTILES,16,0,72728912.31,4545557.019,1430836.34
14,ZANI TEX SRL,HOOR FATIMA TEXTILE,1,0,1269748.88,1269748.88,
14,NEXT RETAIL LTD,GOHAR TEXTILE MILLS PVT LTD,8,0,8563799.8,1070474.975,998617.5289
14,NEXT RETAIL LTD,KLASH PVT LTD,575,0,1723877893,2998048.509,4248378.725
14,EMBROTEX TOGAS,ASPEN TEXTILE PVT LTD,2,0,19295472.87,9647736.435,4296791.172
14,EMBROTEX TOGAS,GOHAR TEXTILE MILLS PVT LTD,1,0,9456614.37,9456614.37,
14,PRIMARK LIMITED,KLASH PVT LTD,205,0,188905923.2,921492.3083,1121511.814
14,PRIMARK LIMITED,SADAQAT LIMITED,18,0,22992038.33,1277335.463,825623.737
14,LEGEND AUSTRALIA HOLDGINS PTY LTD,A.F.JAY INDUSTRIES,1,0,60796.3,60796.3,
14,LEGEND AUSTRALIA HOLDGINS PTY LTD,SADAQAT LIMITED,1,0,4413853.02,4413853.02,
14,JSK FASHION LTD TA GEMINI UNI,GRACE APPAREL PVT LTD,1,0,804544.64,804544.64,
14,JSK FASHION LTD TA GEMINI UNI,RAZA APPARELS,1,0,210904.45,210904.45,
14,KLAUDIA SOWA,HOOR FATIMA TEXTILE,1,0,2545458.1,2545458.1,
14,MANESH NATU PATEL,A.F.JAY INDUSTRIES,3,0,137189.98,45729.99333,5870.295465
14,MANESH NATU PATEL,GRASSY SPORTS,1,0,17714.78,17714.78,
14,H & H COMPANY,CASSAVA INTERNATIONAL CO,1,0,330726.61,330726.61,
14,H & H COMPANY,CASSAVA INTERNATIONAL COMPANY,2,0,579785.97,289892.985,67544.61458
14,MAG APPAREL USA INC USA,MEHAR INTERNATIONAL,18,0,43074956.63,2393053.146,1079507.656
14,MAG APPAREL USA INC USA,RASK INTERNATIONAL,1,0,1987200.31,1987200.31,
14,SONTEC INSTRUMENTS INC,CASSAVA INTERNATIONAL COMPANY,2,0,105177.59,52588.795,10932.66987
14,SONTEC INSTRUMENTS INC,ENDO TECH SURGICAL CO,5,0,1316239.82,263247.964,137272.7286
14,CHOICE DICCOUNT STORE LTD,COTTON WEB PVT LTD,1,0,614461.87,614461.87,
14,CHOICE DICCOUNT STORE LTD,KLASH PVT LTD,4,0,30233043.88,7558260.97,2749875.449
14,TESCO INTERNATIONAL,INTERLOOP LIMITED,1,0,807683.86,807683.86,
14,TESCO INTERNATIONAL,KLASH PVT LTD,243,0,1474435885,6067637.388,6322445.507
14,BIOWORLD,AL SABAHAT ENTERPRISES,1,0,1257854.4,1257854.4,
14,BIOWORLD,MEHAR INTERNATIONAL,1,0,1246848.17,1246848.17,
14,DOBOTEX BV,ALI TEXTILES,1,0,6455413.6,6455413.6,
14,DOBOTEX BV,MASOOD TEXTILE MILLS LIMITED,343,0,3332629321,9716120.47,8117359.378
14,QS WHOLESALE INC,KLASH PVT LTD,4,0,1476348.95,369087.2375,197531.7671
14,QS WHOLESALE INC,MASOOD TEXTILE MILLS LIMITED,1,0,106833.77,106833.77,
14,QUIKSILVER CANADA,KLASH PVT LTD,13,0,19115698.21,1470438.324,1864371.485
14,QUIKSILVER CANADA,MASOOD TEXTILE MILLS LIMITED,2,0,276476.39,138238.195,67241.46376
14,CORTEFIEL COMMERCEAL SA,GRACE APPAREL PVT LTD,5,0,1100458.38,220091.676,303265.9083
14,CORTEFIEL COMMERCEAL SA,MASOOD TEXTILE MILLS LIMITED,7,0,8622403.09,1231771.87,534638.1907
14,THE NEWAGE OF BUSINESS SA,AL SABAHAT ENTERPRISES,1,0,950937.93,950937.93,
14,THE NEWAGE OF BUSINESS SA,GRACE APPAREL PVT LTD,4,0,19110770.57,4777692.643,4622032.14
14,THE NEWAGE OF BUSINESS SA,MEHAR INTERNATIONAL,1,0,1576795.96,1576795.96,
14,TARGET AUSTRALIA,GOHAR TEXTILE MILLS PVT LTD,5,0,27149267.32,5429853.464,3319839.066
14,TARGET AUSTRALIA,IQRA TEX,5,0,21368438.76,4273687.752,5616392.783
14,TARGET AUSTRALIA,SADAQAT LIMITED,1,0,11110135.26,11110135.26,
14,ASDA STORE LTD,GOHAR TEXTILE MILLS PVT LTD,1,0,15233609.44,15233609.44,
14,ASDA STORE LTD,KLASH PVT LTD,10,0,23590531.75,2359053.175,3204625.762
14,ASDA STORE LTD,SADAQAT LIMITED,83,0,405955208.4,4891026.608,3390709.856
14,NA PALI INC,BODY MEDIA INTL PVT LTD,1,0,472082.19,472082.19,
14,NA PALI INC,KLASH PVT LTD,6,0,3594155.44,599025.9067,440479.3277
14,NA PALI INC,MASOOD TEXTILE MILLS LIMITED,9,0,41136597.77,4570733.086,4029604.204
14,DC SHOES INC,BODY MEDIA INTL PVT LTD,1,0,630777.29,630777.29,
14,DC SHOES INC,BODY MEDIA INTL. PVT LTD,1,0,385117.28,385117.28,
14,DC SHOES INC,MASOOD TEXTILE MILLS LIMITED,1,0,69550.96,69550.96,
14,CREAZIONI FUTURA SRL,DAWOOD USMAN TEXTILES,1,0,3519141.18,3519141.18,
14,CREAZIONI FUTURA SRL,HAMZA BROTHERS,4,0,24591130.04,6147782.51,1777966.62
14,CREAZIONI FUTURA SRL,HOOR FATIMA TEXTILE,1,0,1981644.79,1981644.79,
14,CREAZIONI FUTURA SRL,SHUJABAD WEAVING MILLS LTD.,2,0,8047161.26,4023580.63,36005.90558
14,H AND M HENNES AND MAURITZ GBC,ARTISTIC FABRIC AND  GARMENT INDUST,186,0,190333893.7,1023300.503,1776083.946
14,H AND M HENNES AND MAURITZ GBC,COMFORT KNITWEARS PVT LTD.,2,0,6827678.75,3413839.375,2713365.84
14,H AND M HENNES AND MAURITZ GBC,INTERLOOP LIMITED,151,0,102096784.9,676137.6482,932919.1645
14,H AND M HENNES AND MAURITZ GBC,KLASH PVT LTD,1,0,938862.52,938862.52,
14,H&M HENNES & MAURITZ (Multiple),ARTISTIC FABRIC AND  GARMENT INDUST,6194,0,5584945533,901670.2508,1854919.361
14,H&M HENNES & MAURITZ (Multiple),CASSAVA INTERNATIONAL CO,2,0,977634.83,488817.415,293137.0629
14,H&M HENNES & MAURITZ (Multiple),CASSAVA INTERNATIONAL COMPANY,5,0,1347114.89,269422.978,81577.73341
14,H&M HENNES & MAURITZ (Multiple),COMFORT KNITWEARS PVT LTD.,18,0,344987292.4,19165960.69,20028176.21
14,H&M HENNES & MAURITZ (Multiple),INTERLOOP LIMITED,517,0,362117773.4,700421.2252,1027290.869
15,UNIVERSAL QUALITY CO LTD,M S PROFESSIONAL HOSPITAL FURNISHER,3,0,3149053.17,1049684.39,773889.5972
15,UNIVERSAL QUALITY CO LTD,R K Z SURGICAL PVT LTD,2,0,1129857.23,564928.615,436409.8651
15,UNICEF COPENHAGEN,BURAQ SURGICAL CORPORATIPN,1,0,882175.22,882175.22,
15,UNICEF COPENHAGEN,FALCON SURGICAL CO. LTD,1,1,2440237.54,2440237.54,
15,WATAN SURGICAL INSTRUMENTS,HILBRO INTT PVT LTD,1,0,83856.96,83856.96,
15,WATAN SURGICAL INSTRUMENTS,M S PROFESSIONAL HOSPITAL FURNISHER,1,0,618916.78,618916.78,
15,ARGENTINA,M S PROFESSIONAL HOSPITAL FURNISHER,1,0,643673.45,643673.45,
15,ARGENTINA,PHILIPS   JONES  S  PVT LTD.,1,0,2661394.54,2661394.54,
15,UTSUMI CO LTD JAPAN,AQWA MEDICA,1,0,535674.07,535674.07,
15,UTSUMI CO LTD JAPAN,BEST BROW INDS,16,0,17400852.72,1087553.295,548953.4204
15,TRINITY FLU IDE LLC USA,BURAQ SURGICAL CORPORATIPN,9,0,91433436.34,10159270.7,5567788.11
15,TRINITY FLU IDE LLC USA,M S RIDAN INTERNATIONAL,1,0,70649.49,70649.49,
15,TRINITY DENTAL CO,BURAQ SURGICAL CORPORATIPN,2,0,15220038.24,7610019.12,222359.344
15,TRINITY DENTAL CO,TOWNE BROTHERS LTD,1,1,218132.92,218132.92,
15,GADAMED CERRAHI ALETLER SANTIC LTD,HILBRO INSTRUMENT  PVT  LTD.,2,0,2070742.81,1035371.405,140456.9828
15,GADAMED CERRAHI ALETLER SANTIC LTD,HILBRO PVT LTD,4,0,8511417.51,2127854.378,2166286.805
15,GOWLLANDS MEDICAL DEVICES LIMITED,HILBRO INSTRUMENT  PVT  LTD.,17,0,21211198.74,1247717.573,796353.7976
15,GOWLLANDS MEDICAL DEVICES LIMITED,HILBRO INTT PVT LTD,14,0,7591989.88,542284.9914,589526.1969
15,GOLGRAN IND E COM,ACCOMPANY SURGICAL PRIVATE LIMITED,1,0,1414562.09,1414562.09,
15,GOLGRAN IND E COM,MEDISPOREX PVT LTD,9,1,114444734.8,12716081.64,10193627.35
15,MP HAIR S R L,BEST BROW INDS,4,0,8193658.31,2048414.578,1842849.468
15,MP HAIR S R L,M S PROFESSIONAL HOSPITAL FURNISHER,1,0,191978.98,191978.98,
15,EMIL WEIMERS DURGE,Z SULEHRI INTERNATIONAL,1,0,27253.51,27253.51,
15,ELMO MEDICAL EGYPT,HILBRO INSTRUMENT  PVT  LTD.,1,0,1331753.35,1331753.35,
15,ELMO MEDICAL EGYPT,NADIR & COMPANY,3,0,4388654,1462884.667,1232144.059
15,EVO ENTERPRISES SA MEDICAL PTO,BURAQ SURGICAL CORPORATIPN,1,0,8920.28,8920.28,
15,EVO ENTERPRISES SA MEDICAL PTO,HILBRO INTT PVT LTD,3,0,112525.56,37508.52,12651.09336
15,ORTHO DENTAL,NADIR & COMPANY,3,0,1503502.89,501167.63,71906.24094
15,ORTHO DENTAL,SHINE DENTAL,1,0,436737.53,436737.53,
15,ORTHODENTAL USA CORP,BURAQ SURGICAL CORPORATIPN,1,0,519913.15,519913.15,
15,ORTHODENTAL USA CORP,NADIR & COMPANY,23,0,13904217.73,604531.2057,195771.7917
15,PARAGON CARE GROUP PTY LTD,HILBRO PVT LTD,14,0,2315437.42,165388.3871,98825.84242
15,PARAGON CARE GROUP PTY LTD,R K Z SURGICAL PVT LTD,1,0,234799.49,234799.49,
15,INTEGRA USA,BASHIR JAMIL   BROS PVT LTD,7,0,34682214.55,4954602.079,928922.3802
15,INTEGRA USA,HILBRO INTT PVT LTD,2,0,2428975.55,1214487.775,272126.3324
15,INTEGRA MILTEX INC,BASHIR JAMIL   BROS PVT LTD,6,0,38809645.73,6468274.288,1592966.771
15,INTEGRA MILTEX INC,HILBRO INTT PVT LTD,23,0,25229743.78,1096945.382,601888.5505
15,INTEGRA,BASHIR JAMIL   BROS PVT LTD,1,0,4179173.03,4179173.03,
15,INTEGRA,HILBRO INTT PVT LTD,3,0,2570940.14,856980.0467,145665.2316
15,LESURIN SURGICAL INSTRUMENTS LTD,HILBRO INTT PVT LTD,4,0,3575853.65,893963.4125,749957.2108
15,LESURIN SURGICAL INSTRUMENTS LTD,PK NOPAMED,1,0,334038.96,334038.96,
15,JAC CELL MEDIC INC,PAKISTAN MACHINE TOOS PVT LTD,4,0,720226.46,180056.615,52190.74024
15,MEDFOLD,HILBRO INTT PVT LTD,1,0,387494.63,387494.63,
15,MEDFOLD,HILBRO PVT LTD,1,0,840766.65,840766.65,
15,MEDHOLD MEDICAL PTY LTD,HILBRO INTT PVT LTD,12,0,2209715.81,184142.9842,129706.6648
15,MEDHOLD MEDICAL PTY LTD,HILBRO PVT LTD,1,0,520882.75,520882.75,
15,MEDICOR,ACCOMPANY SURGICAL PRIVATE LIMITED,13,0,18482903.14,1421761.78,757096.8571
15,MEDICOR,HILBRO INTT PVT LTD,1,0,395265.02,395265.02,
15,MEDICOR AUSTRIA,ACCOMPANY SURGICAL PRIVATE LIMITED,8,0,12374852.3,1546856.538,901321.8639
15,MEDICOR AUSTRIA,HILBRO INTT PVT LTD,1,0,929500.94,929500.94,
15,MALO SPA,DARSON INDUSTRIES  PVT  LTD.,5,0,13130976.87,2626195.374,943217.5273
15,MALO SPA,RUBY INTERNATIONAL,1,0,4916147.82,4916147.82,
15,MAGNUM MEDICAL LLC USA,NADIR & COMPANY,20,0,12977336.25,648866.8125,417523.1276
15,MAGNUM MEDICAL LLC USA,PAKISTAN MACHINE TOOS PVT LTD,3,0,253143.2,84381.06667,44437.88839
15,MAHACHAK INTERNATIONAL CO LTD,HILBRO INTT PVT LTD,1,0,108278.6,108278.6,
15,MAHACHAK INTERNATIONAL CO LTD,HILBRO PVT LTD,15,0,22190443.67,1479362.911,1090330.271
15,CARNEGIE SURGICAL LLC,PAKISTAN MACHINE TOOS PVT LTD,120,0,64326061.81,536050.5151,584969.1198
15,CARNEGIE SURGICAL LLC,VISION TECHNOLOGIES CORPORATION(PVT,1,1,304723.61,304723.61,
15,BRUSSEL STEEL GMBH,BURAQ SURGICAL CORPORATIPN,1,0,796641.12,796641.12,
15,BRUSSEL STEEL GMBH,INTER UNION INDUSTRIES,1,0,1963601.5,1963601.5,
15,CENTURION MEDICAL PRODUCTS,HILBRO INTT PVT LTD,4,0,14929021.04,3732255.26,765484.7091
15,SARL CORAIL,Z SULEHRI INTERNATIONAL,1,0,77422,77422,
15,SEA KWANG CORP,HILBRO INSTRUMENT  PVT  LTD.,2,0,1553360.04,776680.02,229331.0492
15,SEA KWANG CORP,HILBRO INTT PVT LTD,10,0,8208042.93,820804.293,261239.4722
15,SEOUL KOREA,AQWA MEDICA,1,0,740427.61,740427.61,
15,SEOUL KOREA,M S PROFESSIONAL HOSPITAL FURNISHER,2,0,2314139.73,1157069.865,1307489.25
15,TELEFLEX MEDICAL EUROPE LIMITED,HILBRO INSTRUMENT  PVT  LTD.,20,0,79992259.99,3999613,2038438.87
15,TELEFLEX MEDICAL EUROPE LIMITED,HILBRO INTT PVT LTD,1,0,2179232.75,2179232.75,
15,SRL SUN,INTER UNION INDUSTRIES,1,0,1620251.75,1620251.75,
15,SRL SUN,Z SULEHRI INTERNATIONAL,1,0,10482.12,10482.12,
15,BOLTON SUGICAL LTD UK,M S PROFESSIONAL HOSPITAL FURNISHER,2,0,165617.49,82808.745,21494.738
15,BOLTON SUGICAL LTD UK,PAKISTAN MACHINE TOOS PVT LTD,57,0,8700527,152640.8246,105849.279
15,BEIJING JINXINYA SCIENCE,HILBRO PVT LTD,9,0,5925123.15,658347.0167,260227.2625
15,BEIJING JINXINYA SCIENCE,SITEC PVT LTD,1,0,2482249.87,2482249.87,
15,DENMED GERMANY,MEDISPOREX PVT LTD,2,1,1076104.92,538052.46,60489.15261
15,DENMED GERMANY,PAKISTAN MACHINE TOOS PVT LTD,4,0,716434.04,179108.51,121084.7154
15,DIMEDA INSTRUMENTE GMBH,HILBRO INTT PVT LTD,19,0,22421860.6,1180097.926,526529.5339
15,DIMEDA INSTRUMENTE GMBH,PAKISTAN MACHINE TOOS PVT LTD,1,0,76860.97,76860.97,
15,PARAGON AUSTRALIA,CROWN MARK INC,1,0,154087.16,154087.16,
15,PARAGON AUSTRALIA,HILBRO INTT PVT LTD,2,0,254715.51,127357.755,12630.00899
15,PARAGON AUSTRALIA,HILBRO PVT LTD,5,0,845865.16,169173.032,64873.10771
15,ALMEDIC CANADA,HILBRO INSTRUMENT  PVT  LTD.,4,0,3164294.16,791073.54,633342.2994
15,ALMEDIC CANADA,HILBRO INTT PVT LTD,1,0,1122079.5,1122079.5,
15,ALMEDIC CANADA,HILBRO PVT LTD,30,0,28003358.82,933445.294,386075.6974
15,INTEGRA LIFE SCIENCES CORPORATION,BASHIR JAMIL   BROS PVT LTD,2,0,10396673.95,5198336.975,816355.2668
15,INTEGRA LIFE SCIENCES CORPORATION,HILBRO INTT PVT LTD,1,0,1221383.96,1221383.96,
15,INTEGRA LIFE SCIENCES CORPORATION,TOWNE BROTHERS LTD,4,1,2880223.47,720055.8675,704409.253
15,MD MEDICAL SA,DARSON INDUSTRIES  PVT  LTD.,1,0,260541.87,260541.87,
15,MD MEDICAL SA,HILBRO INTT PVT LTD,10,0,1379121.5,137912.15,84048.83343
15,MD MEDICAL SA,M S YAN SERGICAL INDS,1,0,201970.44,201970.44,
15,WILLIAM MEDICAL SUPPLIES LTD,BURAQ SURGICAL CORPORATIPN,6,0,2746919.22,457819.87,371940.8726
15,WILLIAM MEDICAL SUPPLIES LTD,HILBRO PVT LTD,19,0,1503677.75,79140.93421,114672.6197
15,WILLIAM MEDICAL SUPPLIES LTD,M S PROFESSIONAL HOSPITAL FURNISHER,12,0,6312245.65,526020.4708,262550.3614
15,MEDICOR HAND INSTRUMENTS CO,ACCOMPANY SURGICAL PRIVATE LIMITED,10,0,18770143.6,1877014.36,1014624.612
15,MEDICOR HAND INSTRUMENTS CO,HILBRO INTT PVT LTD,18,0,13282459.22,737914.4011,540385.2278
15,MEDICOR HAND INSTRUMENTS CO,PRIME STAR INSTRUMENTS,1,1,45053.2,45053.2,
15,MEDLIFE CORPORATION,HILBRO INSTRUMENT  PVT  LTD.,15,0,11394903.01,759660.2007,389353.1264
15,MEDLIFE CORPORATION,R K Z SURGICAL PVT LTD,10,0,8412624.57,841262.457,311376.7452
15,MEDLIFE CORPORATION,TOWNE BROTHERS LTD,7,1,3728804.54,532686.3629,181854.8365
15,ROYAL GULD SHIPPING AND LOGISTICS,ASIM ALUMINUM WARE,1,0,3919474.31,3919474.31,
15,ROYAL GULD SHIPPING AND LOGISTICS,R K Z SURGICAL PVT LTD,1,0,942761.87,942761.87,
15,SOUTH KOREA,HILBRO INTT PVT LTD,1,0,10062.84,10062.84,
15,SOUTH KOREA,MIDLAND SPORTS PRO,1,0,36687.42,36687.42,
15,SOUTH KOREA,NADIR & COMPANY,2,0,901462.32,450731.16,407658.7973
15,CHINA,BURAQ SURGICAL CORPORATIPN,1,0,2306066.4,2306066.4,
15,CHINA,FALCON SURGICAL CO. LTD,1,1,1082298.81,1082298.81,
15,CHINA,HILBRO PVT LTD,1,0,280920.82,280920.82,
