Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
17053883.79,17053883.79,1,,TAI ZEUS INTERNATIONAL CORPORATION,TATA TEXTILE MILLS LIMITED,1,0
40507632.97,10126908.24,3,3560424.208,CHANGZHOU TOOKU GARMENTS CO LTD,ARTISTIC MILLINERS PVT LTD,4,0
23967154.29,11983577.15,3,6178729.905,CHANGZHOU TOOKU GARMENTS CO LTD,INDIGO TEXTILE PVT LTD,2,0
69239875,17309968.75,3,8049890.07,CHANGZHOU TOOKU GARMENTS CO LTD,KOHINOOR MILLS LTD,4,0
8512330.53,4256165.265,3,1501360.902,CHANGZHOU TOOKU GARMENTS CO LTD,SIDDIQSONS LIMITED,2,0
104760502.2,52380251.08,1,9662199.32,SHANDONG JINING RUYI IMPORT AND,GHAZI FABRICS INTERNATIONAL LTD,2,0
71043301.2,71043301.2,1,,SHANDONG JINING RUYI IMPORT AND,NISAR SPINNING MILLS PVT LIMITED,1,0
211129603.7,105564801.8,1,78749622.6,SHANDONG JINING RUYI IMPORT AND,NISHAT CHUNIAN LIMITED,2,0
37429527.24,37429527.24,1,,SHANDONG JINING RUYI IMPORT AND,RELIANCE WEAVING MILLS LTD,1,1
59782201,59782201,1,,SHANDONG RUYI DIGITAL TECH PRINTING,AMER COTTON MILLS PVT LTD,1,0
11087945,11087945,1,,SHANDONG RUYI DIGITAL TECH PRINTING,ELLCOT SPINNING MILLS LTD,1,0
91169544,91169544,1,,SHANDONG RUYI DIGITAL TECH PRINTING,NISHAT CHUNIAN LIMITED,1,0
6833966,6833966,1,,SHANDONG RUYI DIGITAL TECH PRINTING,PROSPERITY WEAVING MILLS LTD,1,1
49297254,24648627,15,2529661.782,SHANDONG SHENGRUN TEXTILE COLTD,GOHAR TEXTILE MILLS PVT LTD,2,1
7646150.35,7646150.35,15,,SHANDONG SHENGRUN TEXTILE COLTD,MKSONS PVT LIMITED,1,0
93610676.01,13372953.72,15,6342141.2,SHANDONG SHENGRUN TEXTILE COLTD,NAVEENA INDUSTRIES LIMITED,7,1
39227204,13075734.67,15,6082991.689,SHANDONG SHENGRUN TEXTILE COLTD,PROSPERITY WEAVING MILLS LTD,3,1
53040430.79,26520215.4,1,6618742.034,SHASHA DENIMS LTD,INDUS DYEING & MFG CO LTD,2,0
131269554.3,14585506.03,1,6822495.449,SHASHA DENIMS LTD,MAHMOOD TEXTILE MILLS LTD,9,0
66803667.23,33401833.62,1,23189371.18,SHASHA DENIMS LTD,SAPPHIRE FIBRES LIMITED,2,0
12285513,6142756.5,1,6158439.738,SHASHA DENIMS LTD,SAPPHIRE TEXTILE MILLS LIMITED,2,0
21667579.27,10833789.64,0,11356912.49,CREACIONES EUROMODA SL,GUL AHMED TEXTILE MILLS LTD,2,0
28618149.6,14309074.8,0,4260228.978,CREACIONES EUROMODA SL,H A R TEXTILE MILLS PVT LTD,2,0
34517505,17258752.5,0,0,CREACIONES EUROMODA SL,HUDABIA TEXTILE,2,1
71253532.1,17813383.03,0,12085515.71,CREACIONES EUROMODA SL,THE CRESCENT TEXTILE MILLS LTD,4,1
47999760,47999760,19,,EXPRESS TRADE CAPITAL INC 1410,AL REHMAT TRADERS PVT LTD,1,1
2735812,2735812,19,,EXPRESS TRADE CAPITAL INC 1410,ARTISTIC MILLINERS PVT LTD,1,1
4218980.5,4218980.5,19,,EXPRESS TRADE CAPITAL INC 1410,ASIA TEXTILES,1,0
115058350,38352783.33,19,12077994.43,EXPRESS TRADE CAPITAL INC 1410,LEATHER FIELD PRIVATE LIMITED,3,0
6233213,6233213,3,,CRYSTAL APPARELS LTD,ARTISTIC MILLINERS PVT LTD,1,0
12185725.25,6092862.625,3,1945208.718,CRYSTAL APPARELS LTD,DENIM INTERNATIONAL,2,0
9471413,9471413,3,,CRYSTAL APPARELS LTD,SAPHIRE FINISHING MILLS LTD,1,0
111396700.4,11139670.04,3,2572895.164,CRYSTAL APPARELS LTD,SIDDIQSONS LIMITED,10,0
25535633.71,8511877.903,0,2852492.394,SAS EDL ASSOCIES,AMEER ENTERPRISES,3,0
4157162.78,4157162.78,0,,SAS EDL ASSOCIES,FAISAL FABRICS LIMITED,1,0
24954950.26,12477475.13,0,2248567.221,SAS EDL ASSOCIES,HIRA TEXTILE MILLS LIMITED,2,1
84175463.63,12025066.23,0,3562523.081,SAS EDL ASSOCIES,Z I S TEXTILES PVT LTD,7,0
43583785,21791892.5,6,9219348.525,ETAFIL ACCESSORIES LTD,BHANERO TEXTILE MILLS LIMITED,2,0
18925912,18925912,6,,ETAFIL ACCESSORIES LTD,JK SPINNING MILLS LTD,1,0
68979967,34489983.5,6,16023951.12,ETAFIL ACCESSORIES LTD,NAGINA COTTON MILLS LTD,2,1
57475938.55,28737969.28,6,10084920.54,ETAFIL ACCESSORIES LTD,ZAHRA TEXTILE,2,1
150648615,21521230.71,69,6559424.7,ROSHAN PACKAGES LTD,BULLEH SHAH PACKAGINGPRIVATE LTD,7,0
361008273.8,36100827.38,69,18727182.28,ROSHAN PACKAGES LTD,TRI PACK FILMS LIMITED,10,0
1679992,1679992,22,,ENTERPRISE SOLUTION PAKISTAN,HAJI SULEMAN ADAM KOTHARI AND CO,1,0
68868152.5,13773630.5,3,697876.7871,ENKAY MODA KONFEKSIYON SAN AS,AZGARD NINE LIMITED,5,0
10376171.2,10376171.2,3,,ENKAY MODA KONFEKSIYON SAN AS,M S RANA TEXTILE MILLS LIMITEDDF,1,0
12479938,12479938,3,,ENKAY MODA KONFEKSIYON SAN AS,RANTEX PRIVATE LIMITED,1,0
13231710.25,13231710.25,3,,ENKAY MODA KONFEKSIYON SAN AS,SOORTY ENTERPRISES PVT LTD,1,0
25586278.4,8528759.467,5,3819976.578,BERENDSEN UK LIMITED,ABDUR RAHMAN CORPORATION PVT,3,0
30416950.93,4345278.704,5,2015500.724,BERENDSEN UK LIMITED,MIAN GHOUS BUX CO AMAZON LLC,7,0
193426893.3,27632413.33,5,5979582.506,BERENDSEN UK LIMITED,NISHAT MILLS LIMITED,7,1
29703725.13,5940745.026,5,3771243.237,BERENDSEN UK LIMITED,RUSTAM TOWEL PVT LTD,5,0
30955141,10318380.33,0,3824292.953,E AND O INTERNATIONAL TRADE CO LTD OF YANGZHOU NO33 FUMIN ROAD HANGHI TOWN HANJIANG DEPARTMENT JIANGZHOU CHINA,AFROZE TEXTILE INDUSTRIES PVT LTD,3,0
777901.14,777901.14,0,,E AND O INTERNATIONAL TRADE CO LTD OF YANGZHOU NO33 FUMIN ROAD HANGHI TOWN HANJIANG DEPARTMENT JIANGZHOU CHINA,GUL AHMED TEXTILE MILLS LTD,1,0
23554619.89,11777309.95,0,7661045.516,E AND O INTERNATIONAL TRADE CO LTD OF YANGZHOU NO33 FUMIN ROAD HANGHI TOWN HANJIANG DEPARTMENT JIANGZHOU CHINA,M YAHYA M YOUSUF BARI,2,0
56050858.12,6227873.124,0,8182992.871,E AND O INTERNATIONAL TRADE CO LTD OF YANGZHOU NO33 FUMIN ROAD HANGHI TOWN HANJIANG DEPARTMENT JIANGZHOU CHINA,SADAQAT CORPORATION PVT LTD,9,0
22102688.65,2762836.081,15,2629824.42,DUTEXDOR SAS,AMIL EXPORTS PVT LTD,8,0
45935181.65,3062345.443,15,2053135.118,DUTEXDOR SAS,LIBERTY TEX,15,0
4530469,4530469,15,,DUTEXDOR SAS,M SOPULENT INTERNATIONAL,1,0
3974380,3974380,1,,RUTEX,ABTEX INTERNATIONAL LTD,1,0
14007876,14007876,1,,RUTEX,MASOOD SPINNING MILLS LTD,1,0
6712198,6712198,1,,RUTEX,RELIANCE COTTON SPINNING MILLS LTD,1,0
19541522,6513840.667,1,27160.42143,RUTEX,SAPPHIRE FIBRES LIMITED,3,0
123190521,11199138.27,3,7369738.486,S2L FASHIONS PRIVATE LIMITED,MASTER TEXTILE MILLS LIMITED,11,0
16484964.18,16484964.18,3,,S2L FASHIONS PRIVATE LIMITED,SARENA INDUSTRIES AND EMBROIDERY,1,0
1973390,1973390,3,,S2L FASHIONS PRIVATE LIMITED,SEE FIELD 47A CLAUSE NO-K,1,0
177547473,10443969,12,4857415.896,SA SELARTEX,AMEER ENTERPRISES,17,1
3701516.94,1850758.47,12,27651.4531,SA SELARTEX,I K TEXTILE,2,0
20278819,20278819,12,,SA SELARTEX,UNITED TEXTILE PRINTING IND PVT LTD,1,0
22153713,22153713,0,,BETTENWELT GMBH AND CO KG,GUL AHMED TEXTILE MILLS LTD,1,0
81078181.44,6756515.12,0,3617148.081,BETTENWELT GMBH AND CO KG,M/SMULTAN INDUSTRIES,12,0
10144000,5072000,0,2390964.201,BETTENWELT GMBH AND CO KG,MHASSAN DIN & SONS,2,0
6108552.4,6108552.4,0,,BETTENWELT GMBH AND CO KG,MYAHYA M YOUSUF BARI MILLS,1,0
68758025.26,11459670.88,5,2953086.854,VISION SUPPORT SERVICES LTD,ASHAR INTERNATIONAL PVT LTD,6,0
21518212.61,5379553.153,5,2119611.088,VISION SUPPORT SERVICES LTD,HUSSAIN HOME TEXTILE,4,0
25510091.06,8503363.687,5,2474076.826,VISION SUPPORT SERVICES LTD,KAY AND EMMS PVT LTD,3,1
151654293.9,13786753.99,5,4285785.799,VISION SUPPORT SERVICES LTD,QAMAR FABRICS PRIVATE LIMITED,11,1
2147491.93,2147491.93,58,,TASHO ENTERPRISES,MATCO FOOD PVT LIMITED,1,0
2171989140,542997285,17,98650406.39,VITOL ASIA PTE LTD,ATTOCK REFINERY LIMITED,4,0
791996040,791996040,17,,VITOL ASIA PTE LTD,PAKISTAN REFINERY LIMITED,1,0
732322950.2,183080737.6,17,192564386.9,VITOL ASIA PTE LTD,PREMIER INDMANUFACTUCOPVT,4,0
10463510.95,10463510.95,12,,BIANCARDI Y COMPANIA LIMITADA,AL REHMAT TRADERS PVT LTD,1,1
23477259,11738629.5,12,375488.5501,BIANCARDI Y COMPANIA LIMITADA,BHARARA TEXTILES,2,0
16840358.5,5613452.833,12,739606.3215,BIANCARDI Y COMPANIA LIMITADA,VKY EXPORTS,3,0
77653994.53,9706749.316,1,3238358.469,BILICILER TEKSTIL ORME SAN VE TIC,ABTEX INTERNATIONAL LTD,8,0
24493896,24493896,1,,BILICILER TEKSTIL ORME SAN VE TIC,ISLAND TEXTILE MILLS LIMITED,1,0
6862707.58,6862707.58,1,,BILICILER TEKSTIL ORME SAN VE TIC,RELIANCE COTTON SPINNING MILLS LTD,1,0
52813563.62,13203390.91,1,3565735.998,BILICILER TEKSTIL ORME SAN VE TIC,SAIF TEXTILE MILLS LTD,4,0
19889353,19889353,1,,DENIZLI RATEKS TEKSTIL SANAYI VE,HIRA TEXTILE MILLS LIMITED,1,0
84699329.34,14116554.89,1,1661581.387,DENIZLI RATEKS TEKSTIL SANAYI VE,INDUS DYEING & MFG CO LTD,6,0
5313938.52,5313938.52,1,,DENIZLI RATEKS TEKSTIL SANAYI VE,MAHMOOD TEXTILE MILLS LTD,1,0
13292507.08,13292507.08,1,,DENIZLI RATEKS TEKSTIL SANAYI VE,SAIF TEXTILE MILLS LTD,1,0
80543598,20135899.5,3,21023445.18,DENIMCO TEKSTIL PAZARLAMA AS,ARTISTIC FABRIC AND GARMENT,4,0
73067635,36533817.5,3,33881559.53,DENIMCO TEKSTIL PAZARLAMA AS,DIAMOND FABRICS LIMITED,2,1
40955796,20477898,3,11310823.5,DENIMCO TEKSTIL PAZARLAMA AS,NAVEENA EXPORTS LIMITED,2,0
45890910,15296970,3,16197085.97,DENIMCO TEKSTIL PAZARLAMA AS,SAPPHIRE FIBRES LIMITED,3,1
1196994,1196994,3,,TARASIMA APPARELS LTD,ARTISTIC MILLINERS PVT LTD,1,0
712106.59,712106.59,3,,TARASIMA APPARELS LTD,KOHINOOR MILLS LTD,1,0
23257685.67,11628842.84,3,2864530.632,TARASIMA APPARELS LTD,M S RANA TEXTILE MILLS LIMITEDDF,2,0
1544413.59,1544413.59,3,,TARASIMA APPARELS LTD,SIDDIQSONS LIMITED,1,0
5018473,2509236.5,0,43814.45748,DARYMEX DGRUCA I RRACZKA SPOLKA,AL-GHANI INTERNATIONAL,2,0
33805084,11268361.33,0,6280660.059,DARYMEX DGRUCA I RRACZKA SPOLKA,HUDABIA TEXTILE,3,1
8071877.75,8071877.75,0,,DARYMEX DGRUCA I RRACZKA SPOLKA,NOOR FATIMA FABRICS PVT LTD,1,1
97402929.85,7492533.065,0,2089533.582,DARYMEX DGRUCA I RRACZKA SPOLKA,SITARA TEXTILE INDUSTRIES LIMITED,13,0
19902860,6634286.667,3,4093932.361,VINTAGE DENIM APPARELS LIMITED,ARTISTIC MILLINERS PVT LTD,3,0
2325588,2325588,3,,VINTAGE DENIM APPARELS LIMITED,LIBERTY MILLS LIMITED,1,0
14586260.82,14586260.82,3,,VINTAGE DENIM APPARELS LIMITED,M S RANA TEXTILE MILLS LIMITEDDF,1,0
4793976,4793976,3,,VINTAGE DENIM APPARELS LIMITED,SIDDIQSONS LIMITED,1,0
50033644,12508411,1,130030.0577,GONUL TEKSTIL KADIFE TRASLAMA,MAHMOOD TEXTILE MILLS LTD,4,0
12845888,12845888,1,,GONUL TEKSTIL KADIFE TRASLAMA,MASOOD SPINNING MILLS LTD,1,0
6379399,6379399,1,,GONUL TEKSTIL KADIFE TRASLAMA,MEHMOOD TEXT MILLS LTD,1,0
12835002,6417501,1,0,GONUL TEKSTIL KADIFE TRASLAMA,ROOMI FABRICS LIMITED,2,0
7719369.3,7719369.3,6,,HUBEI TRADING KAIMENG INTERNATIONAL,FAZAL CLOTH MILLS LIMITED,1,1
52686474.77,17562158.26,6,493780.9372,HUBEI TRADING KAIMENG INTERNATIONAL,NAVEENA INDUSTRIES LIMITED,3,0
38889722.3,19444861.15,6,10798497.06,HUBEI TRADING KAIMENG INTERNATIONAL,NISHAT CHUNIAN LIMITED,2,1
66055409.6,22018469.87,6,15813532.6,HUBEI TRADING KAIMENG INTERNATIONAL,RELIANCE WEAVING MILLS LTD,3,0
16840358.5,16840358.5,6,,TEXTIL SANTANDERINA SA,FAZAL REHMAN FABRICS LTD,1,0
17049555.5,17049555.5,6,,TEXTIL SANTANDERINA SA,NISHAT MILLS LIMITED,1,1
96196996.74,8745181.522,6,2509078.853,TEXTIL SANTANDERINA SA,ROOMI FABRICS LIMITED,11,1
65117655.02,9302522.146,3,19640205.18,ANIKA APPARELS PVT LTD,KOHINOOR MILLS LTD,7,0
1843234.77,1843234.77,3,,ANIKA APPARELS PVT LTD,RAUF TEXTILE AND PRINTING MILLS,1,0
2912438.63,1456219.315,3,1776499.276,ANIKA APPARELS PVT LTD,SARENA INDUSTRIES AND EMBROIDERY,2,0
1124015.48,1124015.48,3,,ANIKA APPARELS PVT LTD,SHAFI TEXCEL LIMITED,1,0
6675437,6675437,1,,TURKUAZ TEKSTIL SANAYI VE TICARET,FAZAL CLOTH MILLS LIMITED,1,0
23945396.91,11972698.46,1,1834766.091,TURKUAZ TEKSTIL SANAYI VE TICARET,MAHMOOD TEXTILE MILLS LTD,2,0
13472212,6736106,1,320487.6633,TURKUAZ TEKSTIL SANAYI VE TICARET,MASOOD SPINNING MILLS LTD,2,0
11584084.93,3861361.643,1,2010925.945,TURKUAZ TEKSTIL SANAYI VE TICARET,SAIF TEXTILE MILLS LTD,3,0
9085425.71,9085425.71,6,,TIAJO COMMERCIO,KOHINOOR MILLS LTD,1,1
31628838.2,7907209.55,6,2769613.818,TIAJO COMMERCIO,NAVEENA INDUSTRIES LIMITED,4,0
8786274,8786274,6,,TIAJO COMMERCIO,QAMAR FABRICS PRIVATE LIMITED,1,0
27740621.33,5548124.266,6,2144700.814,TIAJO COMMERCIO,RELIANCE WEAVING MILLS LTD,5,0
177401759.9,5543804.998,5,3024790.469,J ROSENTHAL AND SON LTD,AL REHMAT TRADERS PVT LTD,32,0
15109368,5036456,5,2460988.1,J ROSENTHAL AND SON LTD,KAUSAR PROCESSING IND PVT LTD,3,0
516911601.7,8615193.362,5,4306071.014,J ROSENTHAL AND SON LTD,NIMRA TEXTILEPVTLTD,60,1
35633466,17816733,5,14009499.36,J ROSENTHAL AND SON LTD,NOOR FATIMA FABRICS PVT LTD,2,0
3006900,3006900,4,,JAFFER BUSINESS SYSTEM PVT LTD,ALLIED ENGINEERING & SERVICES LTD,1,0
93711525.22,31237175.07,4,14526135.16,JAFFER BUSINESS SYSTEM PVT LTD,EZY TECHNOLOGIES PRIVATE LIMITED,3,0
3824141,3824141,5,,TEXTIL CADENA SA,AFROZE TEXTILE INDUSTRIES PVT LTD,1,1
8123946.08,8123946.08,5,,TEXTIL CADENA SA,DAWOOD EXPORTS PVT LTD,1,1
36803358.3,5257622.614,5,1367068.364,TEXTIL CADENA SA,M/S HAROON CORPORATION,7,0
8963232.2,2240808.05,5,260190.7466,TEXTIL CADENA SA,MACHTRADE CORPORATION,4,0
48048660,48048660,2,,JD SPORTS FASHION PLC,COSY INTERNATIONAL PVT LTD,1,0
3943363.45,3943363.45,2,,JD SPORTS FASHION PLC,JB INDUSTRIES - GARMENT DIVISION,1,0
54696046.41,18232015.47,2,10590350.42,JD SPORTS FASHION PLC,MULTAN FABRICS PVT LIMITED,3,0
44964648.46,11241162.12,1,3820418.891,MANUFACTURA DE PILAR SA,BLESSED TEXTILES LIMITED,4,0
6803966,6803966,1,,MANUFACTURA DE PILAR SA,FAISAL SPINNING MILLS LTD,1,0
3851981,3851981,1,,MANUFACTURA DE PILAR SA,NISHAT CHUNIAN LIMITED,1,0
13409933,13409933,1,,MANUFACTURA DE PILAR SA,RELIANCE WEAVING MILLS LTD,1,1
35397800,8849450,1,5936176.425,ZIA AND SONS,INDUS DYEING & MFG CO LTD,4,0
5481000,2740500,1,1470074.998,ZIA AND SONS,INDUS LYALLPUR LIMITED,2,0
26965000,8988333.333,1,7387229.408,ZIA AND SONS,SAPPHIRE TEXTILE MILLS LIMITED,3,0
11682000,11682000,1,,ZIA AND SONS,SIDDIQSONS LIMITED,1,1
6836558,6836558,19,,PETROL INDUSTRIES BV KALUNDBORG,MUSTAFA AND CO PRIVATE LIMITED,1,0
6456980.46,6456980.46,19,,PETROL INDUSTRIES BV KALUNDBORG,RUBY INTERNATIONAL,1,0
9208052,9208052,19,,PETROL INDUSTRIES BV KALUNDBORG,SIDDIQSONS LIMITED,1,1
32397021,6479404.2,12,961485.8243,POLSKA GRUPA TEKSTYLNA SP Z OO,ARSHAD CORPORATION PVT LTD,5,1
23057885,23057885,12,,POLSKA GRUPA TEKSTYLNA SP Z OO,ARZOO TEXTILE MILLS LTD,1,1
3783581,3783581,12,,POLSKA GRUPA TEKSTYLNA SP Z OO,M/S FAISAL MUSTAFA TEXTILE MILLSPV,1,0
9836442.94,4918221.47,12,955593.0278,POLSKA GRUPA TEKSTYLNA SP Z OO,NIAGARA MILLS PVT LTD,2,0
20210532.33,20210532.33,0,,STE DES TEXTILES DE GRANGES,ALI TEXTILES,1,0
13091273.16,6545636.58,0,5029476.19,STE DES TEXTILES DE GRANGES,AMEER ENTERPRISES,2,0
32033022.11,16016511.06,0,18499587.75,STE DES TEXTILES DE GRANGES,M/S ALI TEXTILES,2,0
20809096,20809096,0,,STE DES TEXTILES DE GRANGES,NISHAT MILLS LIMITED,1,1
31371061.28,10457020.43,2,6845780.861,Jefferson GmbH,BAZI KNITWEAR,3,0
11296753.06,5648376.53,2,6011367.99,Jefferson GmbH,KAY AND EMMS PVT LTD,2,0
1823100,1823100,15,,ORIENT COATING AND FINISHING,POLYSOL PAKISTAN,1,0
1812800,906400,15,7283.199846,ORIENT COATING AND FINISHING,TITAN ENTERPRISES,2,0
33900632,16950316,4,240600.1534,K-ELECTRIC LIMITED,EMCO INDUSTRIES LTD,2,0
687137157,32720817,4,30797375.7,K-ELECTRIC LIMITED,KBK ELECTRONICS PRIVATELTD,21,0
4394287.58,4394287.58,2,,TEXPAK AB,AROOJ ENTERPRISES,1,0
2619146.44,2619146.44,2,,TEXPAK AB,SANDAL EXPORT,1,0
32132682,32132682,1,,ZHEJIANG ZHENGDA PAPER GROUP CO,AMER COTTON MILLS PVT LTD,1,0
33224607,33224607,1,,ZHEJIANG ZHENGDA PAPER GROUP CO,ISLAND TEXTILE MILLS LIMITED,1,0
32227495,32227495,1,,ZHEJIANG ZHENGDA PAPER GROUP CO,MAHMOOD TEXTILE MILLS LTD,1,0
58930386,29465193,1,1983085.21,ZHEJIANG ZHENGDA PAPER GROUP CO,PROSPERITY WEAVING MILLS LTD,2,1
10399388,5199694,36,1456746.035,KANNWIN LIMITED,AL BARKA FABRICS PVT LTD,2,1
3497169.28,3497169.28,36,,KANNWIN LIMITED,I J TEX,1,0
2226873.97,2226873.97,36,,KANNWIN LIMITED,IJ EXPORTS,1,0
3024825,3024825,36,,KANNWIN LIMITED,SABRI TEXTILES,1,0
12917914.75,12917914.75,1,,LEE TAI BLEACHING AND DYEING FTY,ISLAND TEXTILE MILLS LIMITED,1,0
27422567,13711283.5,1,4894070.587,LEE TAI BLEACHING AND DYEING FTY,MAHMOOD TEXTILE MILLS LTD,2,0
52820525.94,13205131.49,1,2884798.921,LEE TAI BLEACHING AND DYEING FTY,MASOOD SPINNING MILLS LTD,4,0
14021930,14021930,1,,LEE TAI BLEACHING AND DYEING FTY,TATA TEXTILE MILLS LIMITED,1,0
48482649.54,16160883.18,1,8930376.781,KAPO'S TEXTILES COMPANY LIMITED,EASTERN SPINNING MILLS LIMITED,3,0
11205153,11205153,1,,KAPO'S TEXTILES COMPANY LIMITED,FAISAL SPINNING MILLS LTD,1,0
14522907,14522907,1,,KAPO'S TEXTILES COMPANY LIMITED,NAGINA COTTON MILLS LTD,1,0
306930470,9900982.902,3,9555053.94,KENPARK BANGLADESH PVT LTD,ARTISTIC MILLINERS PVT LTD,31,0
62867148.66,6985238.74,3,3587151.685,KENPARK BANGLADESH PVT LTD,INDIGO TEXTILE PVT LTD,9,0
200432663.1,12527041.44,3,14755214.3,KENPARK BANGLADESH PVT LTD,KOHINOOR MILLS LTD,16,0
3520785.51,3520785.51,3,,KENPARK BANGLADESH PVT LTD,M S RANA TEXTILE MILLS LIMITEDDF,1,0
25468072,12734036,6,7259916.234,KHAADI SMC PVT LTD,GRACE APPAREL PVT LTD,2,1
17250000,17250000,6,,KHAADI SMC PVT LTD,HUSSAIN MILLS LIMITED,1,0
27387500,27387500,6,,KHAADI SMC PVT LTD,KOHINOOR MILLS LTD,1,1
7498575,7498575,6,,KHAADI SMC PVT LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,1
159276921,13273076.75,1,5869170.848,TOYOSHIMA AND COLTD,PROSPERITY WEAVING MILLS LTD,12,1
51085436.51,10217087.3,1,5455121.102,TOYOSHIMA AND COLTD,RELIANCE WEAVING MILLS LTD,5,1
80895773.75,11556539.11,1,9020013.456,TOYOSHIMA AND COLTD,SAPPHIRE TEXTILE MILLS LIMITED,7,0
5183974,5183974,1,,TOYOSHIMA AND COLTD,UMAR SPINNING MILLS PVT LTD,1,0
3907841.46,3907841.46,12,,AMBROSIANA SRL,ALI TEXTILES,1,1
2449979,2449979,12,,AMBROSIANA SRL,BEST TOWEL INDUSTRIES,1,0
6160062,6160062,12,,AMBROSIANA SRL,BHARARA TEXTILES,1,0
34088907.74,8522226.935,12,3825109.092,AMBROSIANA SRL,MUNAWAR TEXTILES,4,0
52809663,26404831.5,1,207840.6033,ANILSAN HAVLU SANAYI VE TICAS,EASTERN SPINNING MILLS LIMITED,2,0
12410458,12410458,1,,ANILSAN HAVLU SANAYI VE TICAS,INDUS DYEING & MFG CO LTD,1,0
12758797,12758797,1,,ANILSAN HAVLU SANAYI VE TICAS,MAHMOOD TEXTILE MILLS LTD,1,0
12492082,12492082,1,,ANILSAN HAVLU SANAYI VE TICAS,ROOMI FABRICS LIMITED,1,0
2192236,2192236,0,,TEXTIL SAMA SL,A-ONE TEXTILE AND TOWEL INDUSTRIES,1,0
5939970,5939970,0,,TEXTIL SAMA SL,ELLAHI FABRICS,1,0
4867296,4867296,0,,TEXTIL SAMA SL,GOHAR TEXTILE MILLS PVT LTD,1,1
2515593.92,2515593.92,0,,TEXTIL SAMA SL,MAHMOOD TEXTILE MILLS LTD,1,1
187068427.9,46767106.98,1,30405490.29,NINGBO CIMEI IMPORT AND EXPORT,GHAZI FABRICS INTERNATIONAL LTD,4,0
83835156,83835156,1,,NINGBO CIMEI IMPORT AND EXPORT,INDUS DYEING & MFG CO LTD,1,0
48326475.54,48326475.54,1,,NINGBO CIMEI IMPORT AND EXPORT,NISAR SPINNING MILLS PVT LIMITED,1,0
22852159.38,22852159.38,1,,NINGBO CIMEI IMPORT AND EXPORT,SAPPHIRE TEXTILE MILLS LIMITED,1,0
60839696,60839696,3,,NEW YORKER FASHION LOGISTICS,AZGARD NINE LIMITED,1,0
69326212.22,34663106.11,3,2669743.496,NEW YORKER FASHION LOGISTICS,BODY MEDIA INTERNATIONAL PVT LTD,2,0
114853641.7,57426820.83,3,29060376.34,NEW YORKER FASHION LOGISTICS,RAJBY INDUSTRIES,2,0
28266813,9422271,6,5131044.439,A OLIVEIRA E FERNANDO LDA,GOHAR TEXTILE MILLS PVT LTD,3,1
36274136.12,7254827.224,6,4484983.994,A OLIVEIRA E FERNANDO LDA,HUDABIA TEXTILE,5,1
13645354,13645354,6,,A OLIVEIRA E FERNANDO LDA,JK SPINNING MILLS LTD,1,0
12235735,12235735,6,,A OLIVEIRA E FERNANDO LDA,ZEEMAN TEXTIEL SUPERS B V,1,0
30508711,10169570.33,26,6718079.329,SQUARE DENIMS LTD,AMER COTTON MILLS PVT LTD,3,1
4706932.5,4706932.5,26,,SQUARE DENIMS LTD,ARCHOMA TEXTILES CHEMICALS PAKISTAN,1,0
12056047,6028023.5,26,585444.1097,SQUARE DENIMS LTD,FAZAL CLOTH MILLS LIMITED,2,1
10413016,5206508,26,3875686.209,SQUARE DENIMS LTD,SAPPHIRE FIBRES LIMITED,2,1
5455020.97,1818340.323,26,1945071.279,ZABER AND ZUBAIR FABRICS LTD,ARCHOMA TEXTILES CHEMICALS PAKISTAN,3,0
16313239.5,4078309.875,26,788552.7159,ZABER AND ZUBAIR FABRICS LTD,CHEMTECHINTERNATIONAL,4,0
1639529.19,1639529.19,8,,SUMMARY AG GERMANY,RAJCO INDUSTRIES,1,0
7321895,7321895,2,,INDUS PLUS PVT LIMITED 118-C,GRACE APPAREL PVT LTD,1,0
14266701.22,4755567.073,3,4169921.907,NATURAL DENIMS LTD,ARTISTIC MILLINERS PVT LTD,3,0
54598124.42,3899866.03,3,4221782.881,NATURAL DENIMS LTD,NAVEENA EXPORTS LIMITED,14,0
8213359,8213359,3,,NATURAL DENIMS LTD,RIA CORPORATION,1,0
3939292,3939292,3,,NATURAL DENIMS LTD,SARENA INDUSTRIES AND EMBROIDERY,1,0
60078071.75,6007807.175,0,2398495.238,ZORLUTEKS TEKSTIL TIC VE SAN AS,AFROZE TEXTILE INDUSTRIES PVT LTD,10,0
140025307,35006326.74,0,16118961.33,ZORLUTEKS TEKSTIL TIC VE SAN AS,BHANERO TEXTILE MILLS LIMITED,4,1
103740697.1,103740697.1,0,,ZORLUTEKS TEKSTIL TIC VE SAN AS,FAISAL SPINNING MILLS LTD,1,1
1825310.77,1825310.77,0,,ZORLUTEKS TEKSTIL TIC VE SAN AS,MUSTAQIM DYEING AND PRINTING,1,0
5405438.15,5405438.15,5,,NANDI HOSTALERIA SL,ARSHAD CORPORATION PVT LTD,1,0
8713429,8713429,5,,NANDI HOSTALERIA SL,CHAWALA ENTERPRISES,1,0
12885617,4295205.667,5,1849888.76,NANDI HOSTALERIA SL,KB ENTERPRISES,3,0
3025654,3025654,5,,NANDI HOSTALERIA SL,RUSTAM TOWEL PVT LTD,1,0
