Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
130612625,9329473.214,1,5281089.987,MUNDIFIOS COMERCIO FIOS SA,INDUS DYEING & MFG CO LTD,14,0
68668720,11444786.67,1,5259345.191,MUNDIFIOS COMERCIO FIOS SA,MAHMOOD TEXTILE MILLS LTD,6,0
165149554,13762462.83,1,10979611.78,MUNDIFIOS COMERCIO FIOS SA,MASOOD SPINNING MILLS LTD,12,0
247457313,20621442.75,1,17801314.58,MUNDIFIOS COMERCIO FIOS SA,ROOMI FABRICS LIMITED,12,0
20135642.93,10067821.47,1,10491141.74,MUNDIFIOS COMERCIO FIOS SA,SAPPHIRE TEXTILE MILLS LIMITED,2,0
22696195.57,11348097.79,0,622315.0827,UNIVERSEL TEXTILE SA,HIRA TEXTILE MILLS LIMITED,2,1
15455923,15455923,0,,UNIVERSEL TEXTILE SA,HUDABIA TEXTILE,1,1
43780966.62,4864551.847,0,3709025.585,UNIVERSEL TEXTILE SA,IMAN DI SHEIKH ESTABLISHMENT,9,0
3716065.92,3716065.92,0,,UNIVERSEL TEXTILE SA,SAMAAVIA INDUSTRIES,1,0
68555898,9793699.714,0,6357688.889,UNIVERSEL TEXTILE SA,SAMTEX TEXTILES,7,0
159389039.6,17709893.29,1,9800988.701,WINTEX AGENCY LIMITED,FAZAL CLOTH MILLS LIMITED,9,0
10825944.75,10825944.75,1,,WINTEX AGENCY LIMITED,FAZAL WEAVING MILLS LTD,1,0
14279781.99,14279781.99,1,,WINTEX AGENCY LIMITED,GADOON TEXTILE MILLS LTD,1,0
23227404.41,23227404.41,1,,WINTEX AGENCY LIMITED,HIRA TEXTILE MILLS LIMITED,1,0
10041978.99,10041978.99,1,,WINTEX AGENCY LIMITED,MAYFAIR LIMITED,1,0
30385864.25,30385864.25,1,,WINTEX AGENCY LIMITED,NISHAT CHUNIAN LIMITED,1,0
12821516,12821516,1,,WINTEX AGENCY LIMITED,RIAZ TEXTILE MILLS PVT LTD,1,0
50064703,16688234.33,1,10048088.91,WINTEX AGENCY LIMITED,SAPPHIRE TEXTILE MILLS LIMITED,3,0
33900080,33900080,1,,NANTONG CO-OP TEXTILE EXCHANGE,BLESSED TEXTILES LIMITED,1,0
67574756,33787378,1,265230.0968,NANTONG CO-OP TEXTILE EXCHANGE,FAISAL SPINNING MILLS LTD,2,0
33674832,33674832,1,,NANTONG CO-OP TEXTILE EXCHANGE,ISLAND TEXTILE MILLS LIMITED,1,0
31387343,31387343,1,,NANTONG CO-OP TEXTILE EXCHANGE,MAHMOOD TEXTILE MILLS LTD,1,0
58404647,29202323.5,1,703611.5524,NANTONG CO-OP TEXTILE EXCHANGE,MASOOD FABRICS LIMITED,2,0
12281939,12281939,1,,NANTONG CO-OP TEXTILE EXCHANGE,NISHAT MILLS LIMITED,1,1
19396703,19396703,1,,NANTONG CO-OP TEXTILE EXCHANGE,RELIANCE WEAVING MILLS LTD,1,1
60550847.92,15137711.98,5,5867537.663,ARTEX SOCIEDAD TEXTIL SL,GOHAR TEXTILE MILLS PVT LTD,4,0
23562243.57,11781121.79,5,1154090.495,ARTEX SOCIEDAD TEXTIL SL,KAMAL LIMITED,2,1
7272332,7272332,5,,ARTEX SOCIEDAD TEXTIL SL,RUSTAM TOWEL PVT LTD,1,0
6199169,6199169,5,,ARTEX SOCIEDAD TEXTIL SL,SAM'S CLOTHING,1,0
79073783.85,9884222.981,5,2460637.278,ARTEX SOCIEDAD TEXTIL SL,THE CRESCENT TEXTILE MILLS LTD,8,1
47048938,6721276.857,5,364291.1407,ARTEX SOCIEDAD TEXTIL SL,ZEPHYR TEXTILES LIMITED,7,1
5582622.77,5582622.77,6,,SIRETESSILE SRL,AFROZE TEXTILE INDUSTRIES PVT LTD,1,1
617131.15,617131.15,6,,SIRETESSILE SRL,AL-REHMAN CLOTH EXPORT PVT LTD,1,0
40640197,10160049.25,6,5940734.078,SIRETESSILE SRL,COLONY TEXTILE MILLS LIMITED,4,0
21118419.65,7039473.217,6,5914162.023,SIRETESSILE SRL,HUDABIA TEXTILE,3,1
36294149.58,5184878.511,6,1842614.322,SIRETESSILE SRL,M/S HAROON CORPORATION,7,1
1147100,1147100,6,,SIRETESSILE SRL,M/SMULTAN INDUSTRIES,1,1
6641967,6641967,6,,SIRETESSILE SRL,NAVEENA INDUSTRIES LIMITED,1,0
16655917,16655917,6,,SIRETESSILE SRL,PROSPERITY WEAVING MILLS LTD,1,0
106940595.1,13367574.39,6,5355399.579,SIRETESSILE SRL,ZAFAR FABRICS PVT LTD,8,1
14187649,7093824.5,1,1015598.378,RISATEL-SOCIEDADE COMERCIAL DE FIOS,BHANERO TEXTILE MILLS LIMITED,2,1
5957970,5957970,1,,RISATEL-SOCIEDADE COMERCIAL DE FIOS,BLESSED TEXTILES LIMITED,1,0
17063914,8531957,1,3971091.884,RISATEL-SOCIEDADE COMERCIAL DE FIOS,FAISAL SPINNING MILLS LTD,2,0
22929379,11464689.5,1,2884905.865,RISATEL-SOCIEDADE COMERCIAL DE FIOS,FURQAN TEXTILE,2,1
21545412,7181804,1,556781.7025,RISATEL-SOCIEDADE COMERCIAL DE FIOS,ISLAND TEXTILE MILLS LIMITED,3,0
2822285,2822285,1,,RISATEL-SOCIEDADE COMERCIAL DE FIOS,MAHMOOD TEXTILE MILLS LTD,1,0
13433751,6716875.5,1,107769.4374,RISATEL-SOCIEDADE COMERCIAL DE FIOS,ROOMI FABRICS LIMITED,2,0
22513508,11256754,1,5961567.775,RISATEL-SOCIEDADE COMERCIAL DE FIOS,SAPPHIRE TEXTILE MILLS LIMITED,2,0
7299295,7299295,1,,OZANTEKS TEKSTIL SAN VT TIC AS,AJ TEXTILE MILLS LIMITED,1,0
69117711.85,69117711.85,1,,OZANTEKS TEKSTIL SAN VT TIC AS,ARTISTIC MILLINERS PVT LTD,1,1
17549912,8774956,1,5621470.626,OZANTEKS TEKSTIL SAN VT TIC AS,DIAMOND FABRICS LIMITED,2,1
6789742,6789742,1,,OZANTEKS TEKSTIL SAN VT TIC AS,FAZAL CLOTH MILLS LIMITED,1,0
9150566.68,3050188.893,1,1871910.279,OZANTEKS TEKSTIL SAN VT TIC AS,INDIGO TEXTILE PVT LTD,3,1
28900266.88,9633422.293,1,3576804.579,OZANTEKS TEKSTIL SAN VT TIC AS,MAHMOOD TEXTILE MILLS LTD,3,0
10627877.03,10627877.03,1,,OZANTEKS TEKSTIL SAN VT TIC AS,MEHMOOD TEXT MILLS LTD,1,0
6357747.87,6357747.87,1,,OZANTEKS TEKSTIL SAN VT TIC AS,SAIF TEXTILE MILLS LTD,1,0
22873057.59,11436528.8,1,2485670.13,OZANTEKS TEKSTIL SAN VT TIC AS,ZEEMAN TEXTIEL SUPERS B V,2,1
61914090,61914090,1,,HANGZHOU WANSHILI IMPORT AND,AMER COTTON MILLS PVT LTD,1,0
66263968,22087989.33,1,11900431.53,HANGZHOU WANSHILI IMPORT AND,EASTERN SPINNING MILLS LIMITED,3,0
49342361,49342361,1,,HANGZHOU WANSHILI IMPORT AND,FAISAL SPINNING MILLS LTD,1,0
30105621,30105621,1,,HANGZHOU WANSHILI IMPORT AND,INDUS DYEING & MFG CO LTD,1,0
92495032,30831677.33,1,1465027.724,HANGZHOU WANSHILI IMPORT AND,MAHMOOD TEXTILE MILLS LTD,3,0
55349718,55349718,1,,HANGZHOU WANSHILI IMPORT AND,MASOOD SPINNING MILLS LTD,1,0
92233039,92233039,1,,HANGZHOU WANSHILI IMPORT AND,NISAR SPINNING MILLS PVT LIMITED,1,0
34049236,34049236,1,,HANGZHOU WANSHILI IMPORT AND,SALFI TEXTILE MILLS LIMITED,1,0
31389417,31389417,1,,HANGZHOU WANSHILI IMPORT AND,SAPPHIRE TEXTILE MILLS LIMITED,1,0
485998,485998,4,,EXMAR SRL,ASK ENTERPRISE,1,0
1638304,1638304,4,,EXMAR SRL,ONYX ART - ANUM TRADE CENTRE,1,0
1830473.75,1830473.75,4,,EXMAR SRL,PRIME INTERNATIONAL,1,0
10749521.74,1791586.957,4,584728.4292,EXMAR SRL,SYNDICATE MINIRALS EXPORT CO,6,0
164707003.9,4844323.644,5,1656424.072,TELERIE GLORIA SRL,AL RAHIM TEXTILE INDUSTRIES,34,0
99897514.7,7684424.208,5,2916098.376,TELERIE GLORIA SRL,ANWAAR TEXTILE,13,0
5511938.38,2755969.19,5,623126.2685,TELERIE GLORIA SRL,Al Karam Towel Industries,2,1
2615987,2615987,5,,TELERIE GLORIA SRL,COLONY TEXTILE MILLS LIMITED,1,1
2200309,2200309,5,,TELERIE GLORIA SRL,M/S HAROON CORPORATION,1,0
24753235.02,12376617.51,5,6519777.511,TELERIE GLORIA SRL,NISHAT CHUNIAN LIMITED,2,1
2433138.4,2433138.4,5,,TELERIE GLORIA SRL,SA TEXTILE,1,0
80405134,7309557.636,36,3344369.213,I J PARKASH LIMITED,COTTON WORLD,11,0
89238245,6864480.385,36,2441753.849,I J PARKASH LIMITED,GHAZALAN WEAVING FACTORY,13,0
79976939.12,5712638.509,36,848254.5071,I J PARKASH LIMITED,I J TEX,14,0
34409660.35,5734943.392,36,278648.5988,I J PARKASH LIMITED,USMAN FABRICS PAKISTAN PVTLTD,6,0
14805430,14805430,1,,MEGA YARN DYEING MILLS LTD,AMER COTTON MILLS PVT LTD,1,0
21833302.86,10916651.43,1,649943.6609,MEGA YARN DYEING MILLS LTD,JK SPINNING MILLS LTD,2,1
36590262.35,18295131.17,1,107357.7669,MEGA YARN DYEING MILLS LTD,KOHINOOR MILLS LTD,2,1
16226490.82,16226490.82,1,,MEGA YARN DYEING MILLS LTD,MAHMOOD TEXTILE MILLS LTD,1,0
125825626.7,20970937.78,1,9866796.908,MEGA YARN DYEING MILLS LTD,NAGINA COTTON MILLS LTD,6,0
29262497,29262497,1,,MEGA YARN DYEING MILLS LTD,SAPPHIRE FIBRES LIMITED,1,0
38956461.12,19478230.56,1,6069491.446,MEGA YARN DYEING MILLS LTD,ZAHRA TEXTILE,2,0
10379840,5189920,6,350985.1788,SAMARFIL - SOCIEDADE TEXTIL LDA,AB EXPORTS PVT LTD,2,0
13817461.85,6908730.925,6,2241057.952,SAMARFIL - SOCIEDADE TEXTIL LDA,COLONY TEXTILE MILLS LIMITED,2,0
21610800,10805400,6,0,SAMARFIL - SOCIEDADE TEXTIL LDA,FAISAL SPINNING MILLS LTD,2,1
52196596,8699432.667,6,3617877.552,SAMARFIL - SOCIEDADE TEXTIL LDA,FURQAN TEXTILE,6,0
12656338,12656338,6,,SAMARFIL - SOCIEDADE TEXTIL LDA,HUSSAIN MILLS LIMITED,1,0
7179997,7179997,6,,SAMARFIL - SOCIEDADE TEXTIL LDA,NISHAT CHUNIAN LIMITED,1,1
61338224.89,8762603.556,6,3644429.392,SAMARFIL - SOCIEDADE TEXTIL LDA,PROSPERITY WEAVING MILLS LTD,7,0
6315100.12,6315100.12,6,,SAMARFIL - SOCIEDADE TEXTIL LDA,ZEEMAN TEXTIEL SUPERS B V,1,0
3143595.18,3143595.18,6,,INTERWEAVE TEXTILE AUSTRALIA,AB EXPORTS PVT LTD,1,0
17300882.14,5766960.713,6,5591460.316,INTERWEAVE TEXTILE AUSTRALIA,AL REHMAT TRADERS PVT LTD,3,1
58626592.03,8375227.433,6,3478355.146,INTERWEAVE TEXTILE AUSTRALIA,AL-REHMAN CLOTH EXPORT PVT LTD,7,0
18161352,9080676,6,4749475.029,INTERWEAVE TEXTILE AUSTRALIA,GANITEX INTERNATIONAL,2,1
12999565.52,4333188.507,6,745554.1626,INTERWEAVE TEXTILE AUSTRALIA,I K TEXTILE,3,1
22483517.42,7494505.807,1,1399389.447,MULTIFIBRAS COMERCIO E IMPORTACAO,AHMED FINE TEXTILE MILLS LTD,3,0
11372943,5686471.5,1,3294394.23,MULTIFIBRAS COMERCIO E IMPORTACAO,BHANERO TEXTILE MILLS LIMITED,2,1
5680772,5680772,1,,MULTIFIBRAS COMERCIO E IMPORTACAO,FAISAL SPINNING MILLS LTD,1,0
6265908,6265908,1,,MULTIFIBRAS COMERCIO E IMPORTACAO,HUSNAIN TEXTILE MILLS PVT LTD,1,0
11159614.92,5579807.46,1,268637.7009,MULTIFIBRAS COMERCIO E IMPORTACAO,MASOOD SPINNING MILLS LTD,2,0
11102344,11102344,1,,MULTIFIBRAS COMERCIO E IMPORTACAO,NIMRA TEXTILEPVTLTD,1,1
12660820,12660820,1,,MULTIFIBRAS COMERCIO E IMPORTACAO,ROOMI FABRICS LIMITED,1,0
13956840,6978420,1,412217.7976,MULTIFIBRAS COMERCIO E IMPORTACAO,SAPPHIRE TEXTILE MILLS LIMITED,2,0
6294443,6294443,1,,MULTIFIBRAS COMERCIO E IMPORTACAO,SUNRAYS TEXTILE MILLS LIMITED,1,0
4643976,2321988,2,25455.84412,WHISPERING SMITH LIMITED,AMAJEED AND SONS,2,0
37949420.32,9487355.08,2,5047653.512,WHISPERING SMITH LIMITED,SALMAN INDUSTRIES,4,1
1007995,1007995,2,,WHISPERING SMITH LIMITED,SAM'S CLOTHING,1,1
6767966,6767966,2,,WHISPERING SMITH LIMITED,TF APPARELS,1,0
4442716.69,4442716.69,1,,PPH LEGS SP Z OO,ELLCOT SPINNING MILLS LTD,1,0
6442744.61,6442744.61,1,,PPH LEGS SP Z OO,FAZAL CLOTH MILLS LIMITED,1,0
3173984,3173984,1,,PPH LEGS SP Z OO,INDUS LYALLPUR LIMITED,1,0
13821953.31,6910976.655,1,44452.82641,PPH LEGS SP Z OO,ISLAND TEXTILE MILLS LIMITED,2,0
37380216,7476043.2,1,413793.7574,PPH LEGS SP Z OO,MAHMOOD TEXTILE MILLS LTD,5,0
25958390.65,6489597.663,1,1406566.934,PPH LEGS SP Z OO,MASOOD SPINNING MILLS LTD,4,0
7558607,7558607,1,,PPH LEGS SP Z OO,NAGINA COTTON MILLS LTD,1,0
2059151.17,2059151.17,1,,PPH LEGS SP Z OO,RELIANCE COTTON SPINNING MILLS LTD,1,0
82469234.04,8246923.404,1,2388087.557,PPH LEGS SP Z OO,SAPPHIRE TEXTILE MILLS LIMITED,10,0
120095400,120095400,1,,CHINA NATIONAL COTTON GROUP,AHMED ORIENTAL TEXTILE MILLS LTD,1,0
30423598,30423598,1,,CHINA NATIONAL COTTON GROUP,AMER COTTON MILLS PVT LTD,1,0
230320019,57580004.75,1,23607229.12,CHINA NATIONAL COTTON GROUP,FAZAL CLOTH MILLS LIMITED,4,0
123371383,123371383,1,,CHINA NATIONAL COTTON GROUP,FAZAL WEAVING MILLS LTD,1,0
32099840,32099840,1,,CHINA NATIONAL COTTON GROUP,NAGINA COTTON MILLS LTD,1,0
28349858,28349858,1,,CHINA NATIONAL COTTON GROUP,NAVEENA EXPORTS LIMITED,1,1
274368074,68592018.5,1,36730087.82,CHINA NATIONAL COTTON GROUP,NISAR SPINNING MILLS PVT LIMITED,4,0
64049680,64049680,1,,CHINA NATIONAL COTTON GROUP,NISHAT CHUNIAN LIMITED,1,0
46223779,23111889.5,1,152727.2866,CHINA NATIONAL COTTON GROUP,SAPPHIRE TEXTILE MILLS LIMITED,2,0
6629784,6629784,1,,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,HIRA TEXTILE MILLS LIMITED,1,0
51306732,17102244,1,8718654.136,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,INDUS DYEING & MFG CO LTD,3,0
5636570.5,5636570.5,1,,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,MAHMOOD TEXTILE MILLS LTD,1,0
14108704,14108704,1,,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,MEHMOOD TEXT MILLS LTD,1,0
11796444,11796444,1,,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,NADEEM TEXTILE MILLS LIMITED,1,0
32231512.21,16115756.11,1,3627758.866,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,ROOMI FABRICS LIMITED,2,0
174789430.2,11652628.68,1,3878456.941,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,SAIF TEXTILE MILLS LTD,15,0
29827397.08,7456849.27,1,3650179.324,ZOREL TEKSTIL IMALAT PAZARLAMA SAN,SUNRAYS TEXTILE MILLS LIMITED,4,0
269971407.8,26997140.78,1,9155280.323,GUANGDONG TEXTILES IMP & EXP COTTON,AHMED ORIENTAL TEXTILE MILLS LTD,10,0
12991133.7,12991133.7,1,,GUANGDONG TEXTILES IMP & EXP COTTON,GHAZI FABRICS INTERNATIONAL LTD,1,0
74771926.07,24923975.36,1,9447635.409,GUANGDONG TEXTILES IMP & EXP COTTON,HIRA TEXTILE MILLS LIMITED,3,0
114540587.4,38180195.81,1,17525574.92,GUANGDONG TEXTILES IMP & EXP COTTON,INDUS DYEING & MFG CO LTD,3,0
34977738.4,17488869.2,1,10902044.3,GUANGDONG TEXTILES IMP & EXP COTTON,INDUS LYALLPUR LIMITED,2,0
146071805.3,146071805.3,1,,GUANGDONG TEXTILES IMP & EXP COTTON,NAGINA COTTON MILLS LTD,1,0
94426967.8,23606741.95,1,11034956.47,GUANGDONG TEXTILES IMP & EXP COTTON,NISAR SPINNING MILLS PVT LIMITED,4,0
16278141.56,16278141.56,1,,GUANGDONG TEXTILES IMP & EXP COTTON,NISHAT CHUNIAN LIMITED,1,0
10224503.37,10224503.37,1,,GUANGDONG TEXTILES IMP & EXP COTTON,SIARA TEXTILE MILLS PVT LTD,1,0
26226403.44,26226403.44,2,,Kik Textilien und Non-Food GmbH,AMAJEED AND SONS,1,0
386818843.6,20358886.5,2,30235139.58,Kik Textilien und Non-Food GmbH,Al Karam Towel Industries,19,1
438700871.6,48744541.29,2,26431981.96,Kik Textilien und Non-Food GmbH,BODY MEDIA INTERNATIONAL PVT LTD,9,1
13336308.75,13336308.75,2,,Kik Textilien und Non-Food GmbH,CHAWALA ENTERPRISES,1,1
27303463,27303463,2,,Kik Textilien und Non-Food GmbH,DENIM INTERNATIONAL,1,1
1419955672,83526804.26,2,41361145.61,Kik Textilien und Non-Food GmbH,GRACE APPAREL PVT LTD,17,0
157457218,157457218,2,,Kik Textilien und Non-Food GmbH,KAMAL LIMITED,1,1
85213329.49,14202221.58,2,6974435.401,Kik Textilien und Non-Food GmbH,M YAHYA M YOUSUF BARI,6,1
365241147.8,121747049.3,2,46283806.88,Kik Textilien und Non-Food GmbH,MASOOD TEXTILE MILLS LIMITED,3,0
90550752,30183584,1,354740.1344,ANHUI GARMENTS IMPAND EXP CO,AHMED ORIENTAL TEXTILE MILLS LTD,3,0
102599725,51299862.5,1,22911565.74,ANHUI GARMENTS IMPAND EXP CO,FAISAL SPINNING MILLS LTD,2,0
30993767,30993767,1,,ANHUI GARMENTS IMPAND EXP CO,HUSSAIN MILLS LIMITED,1,1
320781592,35642399.11,1,13209865.96,ANHUI GARMENTS IMPAND EXP CO,INDUS DYEING & MFG CO LTD,9,0
30600493,30600493,1,,ANHUI GARMENTS IMPAND EXP CO,MAHMOOD TEXTILE MILLS LTD,1,0
34428068,34428068,1,,ANHUI GARMENTS IMPAND EXP CO,NAGINA COTTON MILLS LTD,1,0
97779049,48889524.5,1,29713652.96,ANHUI GARMENTS IMPAND EXP CO,NISAR SPINNING MILLS PVT LIMITED,2,0
69750446,69750446,1,,ANHUI GARMENTS IMPAND EXP CO,SALFI TEXTILE MILLS LIMITED,1,0
31319608,31319608,1,,ANHUI GARMENTS IMPAND EXP CO,SAPPHIRE TEXTILE MILLS LIMITED,1,0
60481924,60481924,1,,ANHUI GARMENTS IMPAND EXP CO,SIARA TEXTILE MILLS PVT LTD,1,0
76268654.86,4486391.462,0,2036352.971,JYSK AB CO FINANCE,AL HADI TEXTILES PVT LTD,17,0
38828721.08,5546960.154,0,2616213.456,JYSK AB CO FINANCE,AMTEX LIMITED,7,0
7063273,3531636.5,0,123875.9157,JYSK AB CO FINANCE,FASHION ART INTERNATIONAL,2,0
93534823.05,2598189.529,0,1346496.62,JYSK AB CO FINANCE,FATIMA WEAVING MILLS LTD,36,0
51161264.33,6395158.041,0,2321780.778,JYSK AB CO FINANCE,GUL AHMED TEXTILE MILLS LTD,8,0
282770620.7,9425687.358,0,4465125.252,JYSK AB CO FINANCE,KAM INTERNATIONAL,30,0
313286256.3,6665665.027,0,1556120.026,JYSK AB CO FINANCE,KAMAL LIMITED,47,0
9807155.36,3269051.787,0,1596710.863,JYSK AB CO FINANCE,LAKHANY SILK MILLS PVT LTD,3,0
61962706.12,6196270.612,0,2250935.762,JYSK AB CO FINANCE,MUSTAQIM DYEING AND PRINTING,10,0
14916616.73,2130945.247,0,688874.1705,JYSK AB CO FINANCE,MYAHYA M YOUSUF BARI MILLS,7,0
1713096,1713096,1,,ANWARTEX INDUSTRIES PVT LTD,AMER COTTON MILLS PVT LTD,1,0
2222080,2222080,1,,ANWARTEX INDUSTRIES PVT LTD,AMIN TEXTILE MILLS PVT LIMITED,1,1
1900000,1900000,1,,ANWARTEX INDUSTRIES PVT LTD,GADOON TEXTILE MILLS LTD,1,0
3529550,1764775,1,332658.3852,ANWARTEX INDUSTRIES PVT LTD,INDUS DYEING & MFG CO LTD,2,0
2152700,2152700,1,,ANWARTEX INDUSTRIES PVT LTD,NADEEM TEXTILE MILLS LIMITED,1,0
7437036,7437036,1,,ANWARTEX INDUSTRIES PVT LTD,SAPPHIRE FIBRES LIMITED,1,0
16478920,3295784,1,2147610.648,ANWARTEX INDUSTRIES PVT LTD,SAPPHIRE TEXTILE MILLS LIMITED,5,0
16909840,3381968,1,2987205.474,ANWARTEX INDUSTRIES PVT LTD,TEXTILE WORLD,5,1
22166932.51,22166932.51,22,,STATE TRADING ORGANISATION,ALFARID CORPORATION,1,0
39638672.81,5662667.544,22,3207220.936,STATE TRADING ORGANISATION,CCL PHARMACEUTICALS PRIVATE LIMITED,7,0
1505940.17,1505940.17,22,,STATE TRADING ORGANISATION,HAJI SULEMAN ADAM KOTHARI AND CO,1,0
18369791.6,9184895.8,22,7427438.599,STATE TRADING ORGANISATION,M/S SHAHPUR INDUSTRIES,2,0
51633937,25816968.5,1,18359274.5,ALTINBASAK TEKSTIL SANVE TICAS,EASTERN SPINNING MILLS LIMITED,2,0
11881170.09,5940585.045,1,651366.9042,ALTINBASAK TEKSTIL SANVE TICAS,HIRA TEXTILE MILLS LIMITED,2,0
12928970.7,6464485.35,1,58748.34057,ALTINBASAK TEKSTIL SANVE TICAS,INDUS DYEING & MFG CO LTD,2,0
13926810,6963405,1,245558.3861,ALTINBASAK TEKSTIL SANVE TICAS,INDUS LYALLPUR LIMITED,2,0
19685150.52,9842575.26,1,6404459.497,ALTINBASAK TEKSTIL SANVE TICAS,MAHMOOD TEXTILE MILLS LTD,2,0
16055685.66,16055685.66,1,,ALTINBASAK TEKSTIL SANVE TICAS,MASOOD SPINNING MILLS LTD,1,0
10470309.85,10470309.85,1,,ALTINBASAK TEKSTIL SANVE TICAS,NAVEENA INDUSTRIES LIMITED,1,1
23039884,11519942,1,0,ALTINBASAK TEKSTIL SANVE TICAS,RELIANCE WEAVING MILLS LTD,2,1
39277935,19638967.5,1,9422117.956,ALTINBASAK TEKSTIL SANVE TICAS,ROOMI FABRICS LIMITED,2,0
6314080,6314080,1,,ALTINBASAK TEKSTIL SANVE TICAS,SAPPHIRE TEXTILE MILLS LIMITED,1,0
19726122.33,19726122.33,1,,CTMTC TECHNICAL SERVICE IMPORT AND,GHAZI FABRICS INTERNATIONAL LTD,1,0
23103193.69,23103193.69,1,,CTMTC TECHNICAL SERVICE IMPORT AND,HIRA TEXTILE MILLS LIMITED,1,0
67368023.7,22456007.9,1,1188957.772,CTMTC TECHNICAL SERVICE IMPORT AND,INDUS DYEING & MFG CO LTD,3,0
24737064.1,24737064.1,1,,CTMTC TECHNICAL SERVICE IMPORT AND,INDUS LYALLPUR LIMITED,1,0
18288359,18288359,1,,CTMTC TECHNICAL SERVICE IMPORT AND,MAHMOOD TEXTILE MILLS LTD,1,0
10769461.56,10769461.56,1,,CTMTC TECHNICAL SERVICE IMPORT AND,NISAR SPINNING MILLS PVT LIMITED,1,0
41054911.25,20527455.63,1,7950948.18,CTMTC TECHNICAL SERVICE IMPORT AND,NISHAT CHUNIAN LIMITED,2,0
33374833,33374833,1,,CTMTC TECHNICAL SERVICE IMPORT AND,SALFI TEXTILE MILLS LIMITED,1,0
21769562.81,21769562.81,1,,CTMTC TECHNICAL SERVICE IMPORT AND,SAPPHIRE TEXTILE MILLS LIMITED,1,0
7337963,7337963,0,,TISSERAY ET COMPAGNIE,COLONY TEXTILE MILLS LIMITED,1,1
243332431.7,34761775.96,0,19365371.35,TISSERAY ET COMPAGNIE,ELLAHI FABRICS,7,0
45517625,11379406.25,0,8154083.946,TISSERAY ET COMPAGNIE,GANITEX INTERNATIONAL,4,0
32871159,10957053,0,2740218.75,TISSERAY ET COMPAGNIE,GULFRAZ FABRICS,3,0
20491348.22,10245674.11,0,1914795.411,TISSERAY ET COMPAGNIE,KAMAL LIMITED,2,0
6150391.8,6150391.8,0,,TISSERAY ET COMPAGNIE,MKSONS PVT LIMITED,1,1
48774618.12,12193654.53,0,8589600.925,TISSERAY ET COMPAGNIE,NAVEENA INDUSTRIES LIMITED,4,1
148302608.9,24717101.48,0,17712095.28,TISSERAY ET COMPAGNIE,NISHAT CHUNIAN LIMITED,6,1
8819956,8819956,0,,TISSERAY ET COMPAGNIE,NISHAT MILLS LIMITED,1,1
18689011,18689011,0,,TISSERAY ET COMPAGNIE,SADAQAT CORPORATION PVT LTD,1,0
2751826,2751826,0,,KUWAIT FINANCE HOUSE KSC,A-ONE TEXTILE AND TOWEL INDUSTRIES,1,0
7787776.72,7787776.72,0,,KUWAIT FINANCE HOUSE KSC,AL FAJAR TENTS & TEXTILE INDUSTRIES,1,0
3119984,3119984,0,,KUWAIT FINANCE HOUSE KSC,AL QURESH FABRICS PVT LTD,1,0
9310021,9310021,0,,KUWAIT FINANCE HOUSE KSC,ALI TEXTILES,1,0
10825626,10825626,0,,KUWAIT FINANCE HOUSE KSC,FALCON TEXTILES,1,0
5011175,5011175,0,,KUWAIT FINANCE HOUSE KSC,ZAFAR FABRICS PVT LTD,1,0
49339112.45,24669556.23,1,2211473.029,ITOCHU CORPORATION OSARM,AHMED ORIENTAL TEXTILE MILLS LTD,2,0
285434750.6,40776392.94,1,27227147.98,ITOCHU CORPORATION OSARM,GHAZI FABRICS INTERNATIONAL LTD,7,0
23711172.47,23711172.47,1,,ITOCHU CORPORATION OSARM,GUL AHMED TEXTILE MILLS LTD,1,1
68915966.92,34457983.46,1,7216916.307,ITOCHU CORPORATION OSARM,HIRA TEXTILE MILLS LIMITED,2,0
47173923.5,47173923.5,1,,ITOCHU CORPORATION OSARM,INDUS DYEING & MFG CO LTD,1,0
78699911.4,39349955.7,1,19792313.8,ITOCHU CORPORATION OSARM,NISAR SPINNING MILLS PVT LIMITED,2,0
50926394.69,25463197.35,1,970755.2993,ITOCHU CORPORATION OSARM,NISHAT CHUNIAN LIMITED,2,0
177656707.7,22207088.46,1,17734965.03,ITOCHU CORPORATION OSARM,RELIANCE WEAVING MILLS LTD,8,1
66861322.42,66861322.42,1,,ITOCHU CORPORATION OSARM,SAPPHIRE FIBRES LIMITED,1,0
179611236.1,44902809.04,1,39275207.71,ITOCHU CORPORATION OSARM,SIARA TEXTILE MILLS PVT LTD,4,0
31387343,31387343,1,,ITOCHU CORPORATION OSARM,UMAR SPINNING MILLS PVT LTD,1,0
3859181,3859181,1,,SAS SUBRENAT,AB EXPORTS PVT LTD,1,1
7144332.95,2381444.317,1,1502020.753,SAS SUBRENAT,AHMED FINE TEXTILE MILLS LTD,3,0
78745507.55,5249700.503,1,3955717.28,SAS SUBRENAT,CHAWALA ENTERPRISES,15,1
